OBJECTID,WSR_NAME,WSR_CLASS,ORV,CASEFILE,DSG_MILES,BLM_ORG_CD,GIS_MILES,SHAPE_Length
742,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.2241244,0.00352190756478921
743,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.06714108,0.00108559967367931
744,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.43999405,0.00767367088833731
745,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.41664917,0.00676766482805311
746,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.09480201,0.0014486342484604
747,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.33398776,0.00668627550913506
748,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.33011178,0.00544576453846213
749,Grande Ronde River Segment B,WILD,FISH/PREH/REC/SCENIC/WLDL,OROR 044719,,ORV05,0.25992307,0.00427751675000938
750,West Fork Whisky Creek,WILD,,OROR   069749,,ORM07,4.72777377,0.0788248793820134
751,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.11509388,0.00169229709405385
752,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.09238671,0.00138594710660656
753,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.10114525,0.00195147847890209
754,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.17074476,0.00324327998581133
755,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.15705859,0.00315255765919789
756,Kiger Creek,WILD,FISH/GEOL/WLDL,OROR 061067,,ORB06,0.14404577,0.00219165379329571
757,Kiger Creek,WILD,FISH/GEOL/WLDL,OROR 061067,,ORB06,0.05703512,0.000887954978570512
758,Donner and Blitzen Segment F Fish Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.49439487,0.00927237677661438
759,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.02745891,0.000492725865156426
760,Big Windy Creek,SCENIC,,OROR   069746,,ORM07,1.47098599,0.0278107067338728
761,Booze Creek,WILD,,OROR   069767,,ORM07,1.59989815,0.0237722807127702
762,Bald Mountain Creek,REC,,OROR   069878,,ORC00,0.04013882,0.000706442649075941
763,Whisky Creek,REC,,OROR   069743,,ORM07,1.23881789,0.01993199280432
764,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.20410933,0.00380952343872646
765,Wildcat Creek,WILD,,OROR   069759,,ORM07,1.69369993,0.0268553959446794
766,East Fork Big Windy Creek,WILD,,OROR   06974701,,ORM07,3.7009887,0.0594530207756889
767,Whisky Creek,WILD,,OROR   06974301,,ORM07,1.22807171,0.0198579104509364
768,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.14659455,0.00259772320498099
769,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.53637439,0.00991956696945603
770,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.09090028,0.00152841255633316
771,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.1672144,0.00313646955235284
772,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.20292612,0.00340998250174766
773,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.09234317,0.00152165462521622
774,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.05587298,0.00102578388931946
775,Grande Ronde River Segment D,REC,FISH/PREH/REC/SCENIC/WLDL,OROR 044718,,ORV05,0.08066153,0.00140284929165282
776,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.10181616,0.00177259146724193
777,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.08375838,0.00140247598403854
778,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.06730105,0.00109194009381995
779,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.27283655,0.00418290047903278
780,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.08233477,0.00129009485054212
781,Grande Ronde River Segment B,WILD,FISH/PREH/REC/SCENIC/WLDL,OROR 044719,,ORV05,0.08795173,0.00175014870510885
782,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.01049461,0.000176327286482339
783,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.58204078,0.00987291201592147
784,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.95053856,0.0139902960372954
785,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.10865009,0.00168771374698534
786,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.03290022,0.000568641085112454
787,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.17017183,0.00296688307085675
788,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.09554766,0.00166538344539693
789,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.19185881,0.00338196762320781
790,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.29652676,0.00575910060045107
791,Deschutes River Segment A,REC,FISH/REC/SCENIC/WLDL,OROR 044714,,ORP06,0.34981661,0.00590927441913545
792,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.141267,0.0026199945926465
793,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.12473655,0.00238534046307243
794,Grande Ronde River Segment D,REC,FISH/PREH/REC/SCENIC/WLDL,OROR 044718,,ORV05,0.12079226,0.00189741312493986
795,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.08619536,0.001492931274338
796,Owyhee River (South and Upper),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV00,0.93789155,0.0180032620349898
797,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.50963308,0.0103573200464074
798,Grande Ronde River Segment A,REC,FISH/PREH/REC/SCENIC/WLDL,OROR 044719,,ORV05,0.68348568,0.0107020922352424
799,Wallowa River,REC,FISH/PREH/REC/SCENIC/WLDL,OROR 044761,,ORV05,0.84506667,0.0152606382515122
800,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.30384412,0.00518072502295325
801,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.01620198,0.000297030063047608
802,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.59134656,0.0115962725510006
803,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.01122047,0.00017232323504678
804,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.11494027,0.00205251260492106
805,Owyhee River (South and Upper),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV00,2.07503388,0.0345077349254662
806,Owyhee River (South and Upper),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV00,1.69665449,0.0301461361147711
807,Owyhee River (South and Upper),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV00,0.03803326,0.000677135709187453
808,White River Segment C,SCENIC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044755,,ORP06,6.73803969,0.126608396990521
809,Salmon River Segment A,REC,FISH/OTHR/REC/SCENIC/WLDL,OROR 044745,,ORN01,8.10794158,0.13207585175083
810,Powder River,SCENIC,FISH/PREH/REC/SCENIC/WLDL,OROR 044741,,ORV05,0.00249239,4.40914197580035e-05
811,Grande Ronde River Segment D,REC,FISH/PREH/REC/SCENIC/WLDL,OROR 044718,,ORV05,0.53303158,0.0106820957178104
812,Grande Ronde River Segment B,WILD,FISH/PREH/REC/SCENIC/WLDL,OROR 044719,,ORV05,0.10380632,0.00163345377088998
813,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.60458425,0.0104263187012171
814,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.33137396,0.00654483906201684
815,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,1.09264534,0.020150902829358
816,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.33789346,0.00522675274409681
817,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.29967452,0.00532477428270011
818,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.68370598,0.013482292598504
819,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.18116631,0.00329597903747774
820,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.05525109,0.00109106886621038
821,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.72273736,0.0134475717967409
822,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,1.46091075,0.0248133224880562
823,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.23476272,0.00358657100841016
824,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,2.53670041,0.0416207954577807
825,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.78121305,0.0120765769837239
826,Grande Ronde River Segment C,WILD,FISH/PREH/REC/SCENIC/WLDL,OROR 044718,,ORV05,0.27796019,0.00552311050924387
827,Wallowa River,REC,FISH/PREH/REC/SCENIC/WLDL,OROR 044761,,ORV05,1.13402255,0.0177233828931036
828,Wallowa River,REC,FISH/PREH/REC/SCENIC/WLDL,OROR 044761,,ORV05,0.00461097,7.48121014826075e-05
829,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,3.20173043,0.0564420066988467
830,North Fork Crooked River Segment C,SCENIC,FISH/REC/SCENIC,OROR 044731,,ORP04,7.63700524,0.128699868017585
831,Deschutes River Segment E,REC,FISH/REC/SCENIC/WLDL,OROR 044713,,ORP06,0.12466135,0.00241414383388879
832,North Fork Crooked River Segment C,SCENIC,FISH/REC/SCENIC,OROR 044731,,ORP04,0.00556117,0.000111909563594334
833,Donner and Blitzen Segment F Fish Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,2.89369326,0.0537173464043186
834,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,1.09321096,0.0184751939382917
835,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,2.18304092,0.0348225564148371
836,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.08456965,0.00122408084234762
837,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.0037281,7.38080964218527e-05
838,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.15079646,0.00301339351377415
839,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.10708056,0.00170787314143243
840,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.11164405,0.00167901288969155
841,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.05842822,0.00111922366697934
842,Deschutes River Segment E,REC,FISH/REC/SCENIC/WLDL,OROR 044713,,ORP06,0.00916104,0.000186001191814534
843,Deschutes River Segment E,REC,FISH/REC/SCENIC/WLDL,OROR 044713,,ORP06,0.15133805,0.00222723802245163
844,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.07310839,0.00142961652046629
845,North Fork Crooked River Segment D,SCENIC,FISH/REC/SCENIC,OROR 044730,,ORP04,0.08598366,0.00125614378775288
846,North Fork Crooked River Segment F,REC,FISH/REC/SCENIC,OROR 044730,,ORP04,0.05338761,0.00107356028572235
847,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.08559288,0.00127329579348805
848,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.08001655,0.00134743607911739
849,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.51352767,0.00768743721625864
850,North Fork Crooked River Segment F,REC,FISH/REC/SCENIC,OROR 044730,,ORP04,0.12507288,0.00251228558657773
851,North Fork Crooked River Segment F,REC,FISH/REC/SCENIC,OROR 044730,,ORP04,0.18493316,0.00339486858204396
852,North Fork Crooked River Segment F,REC,FISH/REC/SCENIC,OROR 044730,,ORP04,0.91838668,0.0162829454758081
853,North Fork Crooked River Segment F,REC,FISH/REC/SCENIC,OROR 044730,,ORP04,2.54064592,0.0422785768094529
854,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.18956339,0.00295118824316374
855,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.00133687,2.00820301888783e-05
856,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.36018734,0.00555002990227962
857,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.01385606,0.000234993411545623
858,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.09662235,0.00165584138825841
859,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.11941979,0.00176557582824055
860,North Fork Crooked River Segment B,REC,FISH/REC/SCENIC,OROR 044731,,ORP04,0.63441621,0.0118932362728193
861,North Fork Crooked River Segment B,REC,FISH/REC/SCENIC,OROR 044731,,ORP04,0.43351833,0.00833937168087792
862,North Fork Crooked River Segment B,REC,FISH/REC/SCENIC,OROR 044731,,ORP04,0.34428619,0.00663152339373182
863,White River Segment D,SCENIC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044754,,ORP06,17.61051621,0.321595449134664
864,Clackamas River Segment F,REC,FISH/CULT/OTHR/REC/WLDL,OROR 044710,,ORN01,7.21676947,0.127418270769085
865,North Fork Crooked River Segment B,REC,FISH/REC/SCENIC,OROR 044731,,ORP04,0.19648429,0.00358405586249257
866,North Fork Crooked River Segment B,REC,FISH/REC/SCENIC,OROR 044731,,ORP04,1.54778922,0.0281916371151247
867,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.02238063,0.000324111564497956
868,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.4654317,0.00909877013191881
869,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.50479597,0.00881168195041825
870,Sandy River Segment C,REC,FISH/GEOL/REC/SCENIC/WLDL/OTHR,OROR 044746,,ORN01,8.98185102,0.161023038070604
871,Quartzville Creek,REC,OTHR,OROR 044742,,ORN01,9.51493425,0.167978491759952
872,Roaring River,WILD,FISH/OTHR/REC/SCENIC/WLDL,OROR 044743,,ORN01,1.96495769,0.0313546189584731
873,Roaring River,WILD,FISH/OTHR/REC/SCENIC/WLDL,OROR 044743,,ORN01,0.35553616,0.00718228522426686
874,Roaring River,WILD,FISH/OTHR/REC/SCENIC/WLDL,OROR 044743,,ORN01,0.17177507,0.00305347246989932
875,North Fork Crooked River Segment B,REC,FISH/REC/SCENIC,OROR 044731,,ORP04,0.91075596,0.0171921640945781
876,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.02695426,0.000429082945792685
877,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.09444041,0.00145680808727327
878,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.05823672,0.000864447785949304
879,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,1.27653052,0.0206037692431478
880,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.46780163,0.00782502264664542
881,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.94988355,0.0170480150677291
882,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.46992807,0.00830173711101418
883,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.19558997,0.0031338932935992
884,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.06615192,0.00106745677551099
885,Clackamas River Segment D,REC,FISH/CULT/OTHR/REC/WLDL,OROR 044710,,ORN01,0.93396481,0.0155497861536515
886,Clackamas River Segment F,REC,FISH/CULT/OTHR/REC/WLDL,OROR 044710,,ORN01,5.44513935,0.0941582849752054
887,Sandy River Section A,WILD,FISH/GEOL/OTHR/REC/SCENIC,OROR 044747,,ORN01,4.30769696,0.0820774355181804
888,Clackamas River Segment D,REC,FISH/CULT/OTHR/REC/WLDL,OROR 044710,,ORN01,8.12293013,0.154939954656594
889,Clackamas River Segment D,REC,FISH/CULT/OTHR/REC/WLDL,OROR 044710,,ORN01,0.53423376,0.00803296171554847
890,Grande Ronde River Segment C,WILD,FISH/PREH/REC/SCENIC/WLDL,OROR 044718,,ORV05,0.14413237,0.00256820641437666
891,Roaring River,WILD,FISH/OTHR/REC/SCENIC/WLDL,OROR 044743,,ORN01,5.85750625,0.110908392679891
892,Donner and Blitzen Segment G Mud Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.10796657,0.00169380505733376
893,Donner and Blitzen Segment G Mud Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.24543006,0.00437969602439933
894,Roaring River,WILD,FISH/OTHR/REC/SCENIC/WLDL,OROR 044743,,ORN01,0.665242,0.0119543816633492
895,Donner and Blitzen Segment E Little Indian Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.9963589,0.0177876855532062
896,Donner and Blitzen Segment E Little Indian Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,1.51544158,0.0285735372594657
897,Donner and Blitzen Segment E Little Indian Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.32312675,0.00598457144034371
898,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.51456043,0.00968885360765828
899,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.07934552,0.00121621155883609
900,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,1.29208296,0.0225121419521145
901,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,1.31214955,0.0237038059057212
902,Donner and Blitzen Segment B Little Blitzen River,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,1.40745538,0.0247016441795089
903,Donner and Blitzen Segment B Little Blitzen River,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.67665663,0.0127286054303659
904,Donner and Blitzen Segment B Little Blitzen River,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.37864092,0.00635694279558231
905,Donner and Blitzen Segment B Little Blitzen River,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.37373105,0.00634695000222128
906,Donner and Blitzen Segment B Little Blitzen River,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.09271415,0.00173643161290185
907,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.11573971,0.00174061334766487
908,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.10298586,0.0015389459665076
909,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.07642443,0.00112293184704881
910,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.2115182,0.00364088711421157
911,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.16490578,0.00248890695996419
912,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.00339831,5.82995057374639e-05
913,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.35654653,0.00610545102980516
914,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.38981469,0.00648309280499394
915,Donner and Blitzen Segment I South Fork of Ankle,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.30820684,0.00535996736129599
916,Donner and Blitzen Segment I South Fork of Ankle,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.1119931,0.00216455120350218
917,Donner and Blitzen Segment I South Fork of Ankle,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.04067803,0.000639829329956713
918,Donner and Blitzen Segment H Ankle Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.186975,0.00336663657315856
919,Donner and Blitzen Segment H Ankle Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.57228885,0.00983740379717839
920,Donner and Blitzen Segment G Mud Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.39242948,0.00648943352484911
921,Donner and Blitzen Segment G Mud Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.41405438,0.00698982502484962
922,Donner and Blitzen Segment D Indian & Big Indian,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.38458385,0.00633832772210241
923,Donner and Blitzen Segment D Indian & Big Indian,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.08454088,0.00164590683841869
924,Donner and Blitzen Segment D Indian & Big Indian,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.04152062,0.000796613812909795
925,Donner and Blitzen Segment D Indian & Big Indian,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.18485251,0.00346969374118008
926,Donner and Blitzen Segment D Indian & Big Indian,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,1.16023957,0.0199501037797288
927,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.0487508,0.000943835608218258
928,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.47088768,0.00873231006841825
929,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,1.05676549,0.0191972491353813
930,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.4636878,0.00777945970962006
931,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.10301242,0.00185239023100812
932,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.26516134,0.00436242069707905
933,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.47214297,0.00782549410064625
934,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.42566111,0.00740889766017986
935,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.05272799,0.000985038690222961
936,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.08388622,0.0013318475204787
937,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.06618955,0.00100330486129591
938,Donner and Blitzen Segment G Mud Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.7104975,0.0118618563696391
939,Donner and Blitzen Segment G Mud Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,1.07423106,0.0194909433586165
940,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,1.18541545,0.0205878080085173
941,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.4869956,0.00829066843486601
942,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.41308642,0.00728132078795906
943,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.05227408,0.000883945409731652
944,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.0074275,0.00014994038050024
945,North Fork Crooked River Segment B,SCENIC,FISH/REC/SCENIC,OROR 044731,,ORP04,0.41391922,0.00703279793583182
946,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.41039937,0.00693315891135408
947,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.57927336,0.0103110751358843
948,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.08497482,0.0016139851819185
949,Donner and Blitzen Segment F Fish Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.35005434,0.00544076632437652
