OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,NewCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,TotalDoses,TotalRecipients,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
683,Lincoln,2022/02/26 09:10:27.885+00,15430,15120,98,212,23447b7a-46d1-480d-90f3-ae0e14fa3f89,0,,0,0,0,,,0,11.667,5.429,93517,39552,0,0,5359,34775,1792,1792,54277,,,,
684,Lincoln,2022/02/28 17:05:00+00,15430,15134,98,198,8da3d0e6-0931-424b-8dec-22b378d3e03e,0,,0,0,,,,,0,5.429,93544,39558,27,6,5361,34780,1793,1793,54297,14810,2914,17724,3568
685,Lincoln,2022/03/01 17:30:00+00,15438,15175,98,165,68cc0c8d-ce03-4a27-814a-c50305ad9d4b,0,,8,0,,,,,2.667,6.143,93710,39600,166,42,5362,34835,1797,1797,54410,14857,2921,17778,3565
686,Lincoln,2022/03/02 18:06:00+00,15443,15188,98,157,30058ea8-6223-4be5-849a-d0cbae71ae57,0,,5,0,,,,,4.333,3.429,93749,39604,39,4,5363,34840,1797,1797,54419,14859,2923,17782,3566
687,Lincoln,2022/03/03 18:04:00+00,15449,15194,98,157,80257a55-fe70-4882-ad34-8ba919d3fd3c,0,,6,0,,,,,6.333,3.286,93777,39606,28,2,5355,34850,1798,1798,54444,14873,2923,17796,3557
688,Lincoln,2022/03/04 19:42:00+00,15450,15207,98,145,782708bd-294c-470b-9a53-365b00117726,0,,1,0,,,,,4,2.857,93826,39614,49,8,5354,34863,1798,1798,54479,14892,2926,17818,3556
689,Lincoln,2022/03/06 09:05:18.675+00,15450,15207,98,145,111297c9-ca75-4de3-b26e-f9d3d471c0cb,0,,0,0,0,,,0,4,2.857,93826,39614,0,0,5354,34863,1798,1798,54479,,,,
690,Lincoln,2022/03/05 09:06:44.879+00,15450,15207,98,145,3e9bf051-f539-4475-8282-4617d1696e9f,0,,0,0,0,,,0,4,2.857,93826,39614,0,0,5354,34863,1798,1798,54479,,,,
691,Lincoln,2022/03/07 17:33:00+00,15453,15210,98,145,032f8eb8-70af-495f-82bc-1945226abab9,0,,3,0,,,,,1,3.286,93848,39618,22,4,5354,34868,1798,1798,54495,14903,2926,17829,3556
692,Lincoln,2022/03/08 20:04:00+00,15458,15219,100,139,20834192-2d10-4439-8dca-c0635c1af9bb,0,,5,2,,,,,2.667,2.857,93907,39624,59,6,5335,34894,1800,1800,54549,14927,2928,17855,3535
693,Lincoln,2022/03/09 18:38:00+00,15462,15226,100,136,bc365e1e-c764-418f-ac51-14b4e67603ce,0,,4,0,,,,,4,2.714,93932,39635,25,11,4621,34899,1081,1081,53844,14934,2930,17864,3540
694,Lincoln,2022/03/10 17:37:00+00,15464,15232,100,132,c29d7193-df95-46c1-8c77-0683efc703dc,0,,2,0,,,,,3.667,2.143,93955,39634,23,0,5329,34909,1801,1801,54588,14946,2932,17878,3528
695,Lincoln,2022/03/11 17:20:00+00,15463,15238,100,125,488e3ecd-57bd-43a9-be43-32764a8304b4,0,,0,,,,,,2,2,93976,39640,21,6,5332,34913,1801,1801,54602,14953,2935,17888,3531
696,Lincoln,2022/03/13 09:06:24.148+00,15463,15238,100,125,28571498-d463-4265-af72-44511b33f7a1,0,,0,0,0,,,0,2,2,93976,39640,0,0,5332,34913,1801,1801,54602,,,,
697,Lincoln,2022/03/12 09:07:45.422+00,15463,15238,100,125,11e1c76f-0d34-4506-99a1-08db28a77b7c,0,,0,0,0,,,0,2,2,93976,39640,0,0,5332,34913,1801,1801,54602,,,,
698,Lincoln,2022/03/14 17:34:00+00,15465,15247,101,117,f270ede2-419e-47b1-bc2b-c9306d2b864c,0,,2,1,,,,,0.667,1.857,94013,39654,37,14,5330,34934,1801,1801,54640,14966,2939,17905,3529
699,Lincoln,2022/03/15 16:50:00+00,15466,15258,101,107,3195d86f-9e77-4c19-8ed1-c2d080763555,0,,1,0,,,,,1,1.286,94052,39669,39,15,5341,34939,1802,1802,54664,14983,2940,17923,3539
700,Lincoln,2022/03/16 16:06:00+00,15465,15261,101,103,e4c9e567-17a5-4d1f-82c8-d1f5f55954df,0,,0,0,,,,,1,0.714,94075,39668,23,1,5332,34948,1802,1802,54688,14997,2941,17938,3530
701,Lincoln,2022/03/17 17:40:00+00,15465,15261,101,103,93f4aa3c-f7ac-4c57-a424-3485fafc5066,0,,0,0,,,,,0.333,0.429,94103,39678,28,10,5333,34956,1801,1801,54706,15007,2942,17949,3532
702,Lincoln,2022/03/18 16:24:00+00,15467,15264,101,102,a5d6a90b-7716-44e0-9877-a75a6b83eb87,0,,2,0,,,,,0.667,0.714,94125,39677,22,0,5324,34965,1801,1801,54728,15016,2946,17962,3523
703,Lincoln,2022/03/23 17:53:00+00,15472,15277,101,94,38ba0a47-a0b1-42b4-bd01-a71c1efa20b9,0,,5,0,,,,,,1.25,94224,39704,99,27,5325,34989,1803,1803,54806,15064,2950,18014,3522
704,Lincoln,2022/03/30 16:24:00+00,15477,15352,102,23,0c2533aa-9f91-4cdc-81a5-138976c082f8,0,,5,1,,,,,,0.714,94387,39742,163,38,5330,35023,1806,1806,54907,15111,2967,18078,3524
705,Lincoln,2022/04/06 17:28:00+00,15484,15359,102,23,e040acb9-0e91-45e9-967a-45bb0f3168d2,0,,7,0,,,,,,1,94562,39792,175,50,5339,35067,1806,1806,55014,15167,2974,18141,3533
706,Lincoln,2022/04/13 17:27:00+00,15494,15366,102,26,d0670c02-9865-42f1-8020-8169f41f2c19,0,,10,0,,,,,,1.429,94885,39853,323,18,5346,35149,1811,1811,55187,15233,2994,18227,3535
707,Lincoln,2022/04/21 15:41:00+00,15507,15377,102,28,ee311289-69a9-4ccb-a41a-642ae5c5d329,0,,13,0,,,,,,1.9,95038,39885,153,11,5339,35199,1817,1817,55299,15286,2997,18283,3522
708,Lincoln,2022/04/27 18:02:00+00,15529,15384,102,43,83d6cabe-ffdf-481c-ab29-719018bfe7a1,0,,22,0,,,,,,3.143,95203,39921,165,7,5337,35242,1818,1818,55400,15338,3002,18340,3519
709,Lincoln,2022/05/04 16:21:00+00,15559,15396,102,61,87d18631-dc8d-472f-b900-9a6ed4cdd930,0,,30,0,,,,,,4.286,97425,39961,2222,40,5336,35294,1819,1819,55518,15389,3016,18405,3517
710,Lincoln,2022/05/11 16:13:00+00,15590,15409,102,79,93389b19-9d5d-4588-b596-d5ea6b9edbf8,0,,31,0,,,,,,4.4,97868,40002,443,41,5333,35342,1816,1816,55620,15441,3021,18462,3517
711,Lincoln,2022/05/18 18:27:00+00,15621,15431,102,88,2cb22ab2-452a-4c5e-b6fc-dd93b9ad5231,0,,31,0,,,,,,4.429,98241,40015,373,13,5301,35387,1818,1818,55725,15493,3027,18520,3483
712,Lincoln,2022/05/25 16:06:00+00,15660,15460,102,98,3be818ee-d20d-455c-8819-627b0ae01f2f,0,,39,0,,,,,,5.6,98642,40086,401,71,,,,,,,,,
713,Lincoln,2022/06/01 18:16:00+00,15701,15491,102,108,60e678bc-d952-494f-abb7-cb400cc1dc3e,0,,41,0,,,,,,5.857,98852,40083,210,0,,,,,,,,,
714,Lincoln,2022/06/08 16:22:00+00,15746,15521,102,123,e18937e3-a8ac-4ce9-ba1c-64c6bcb87212,0,,45,0,,,,,,6.429,99188,40123,336,39,,,,,,,,,
715,Lincoln,2022/06/15 16:03:00+00,15798,15563,102,133,934004c1-9685-434f-a2bd-1e1d7e01b470,0,,52,0,,,,,,7.429,99466,40151,278,27,,,,,,,,,
716,Lincoln,2022/06/22 16:12:00+00,15846,15608,102,136,0b1f04e6-ae42-4761-ad24-0b0a8f051561,0,,48,0,,,,,,6.9,99719,40167,253,16,,,,,,,,,
717,Lincoln,2022/06/29 19:50:00+00,15894,15650,102,142,fae2e242-feb7-483a-b07f-f2900e59c9be,0,,48,0,,,,,,13.7,99943,40187,224,20,,,,,,,,,
718,Lincoln,2022/07/06 16:00:00+00,15962,15701,102,159,dd7516cc-efac-49c1-ae39-3d6f626739ca,0,,68,0,,,,,,9.7,100118,40216,175,29,,,,,,,,,
719,Lincoln,2022/07/13 19:09:00+00,16028,15748,102,178,374e6dbd-2799-41d6-bbbb-19ce96abc76a,0,,66,0,,,,,,9.4,100285,40247,167,30,,,,,,,,,
720,Lincoln,2022/07/20 15:50:00+00,16093,15797,102,194,12f1649e-0b0d-4a8e-bfc7-d79df8d68786,0,,65,0,,,,,,9.286,100742,40300,457,53,,,,,,,,,
721,Lincoln,2022/07/27 20:29:00+00,16142,15867,103,172,fe235f7f-97df-424e-b57a-d0043e8d74f9,0,,49,1,,,,,,7,101270,40477,528,177,,,,,,,,,
722,Lincoln,2022/08/03 20:46:00+00,16212,15926,103,183,d509ef2f-931f-4794-920f-ddb6a0818bf2,0,,70,0,,,,,,10,101590,40508,320,31,,,,,,,,,
723,Lincoln,2022/08/10 20:33:00+00,16268,15993,103,172,82cfceeb-4625-4bd2-9ba3-586ca1235c92,0,,56,0,,,,,,8,101903,40575,313,67,,,,,,,,,
724,Lincoln,2022/08/17 17:37:00+00,16311,16045,103,163,75cf1b6c-9b5b-4c2e-a78a-59cc80273f67,0,,43,0,,,,,,6.1,102247,40633,344,58,,,,,,,,,
725,Lincoln,2022/08/24 21:27:00+00,16374,16227,103,44,b01f34b9-7e4c-4879-8571-f03f147ed9f5,0,,63,0,,,,,,9,102527,40700,280,67,,,,,,,,,
726,Lincoln,2022/08/31 18:03:00+00,16426,16292,104,30,f9ed8e7c-087b-421f-a2aa-2c15c119db4d,0,,52,1,,,,,,7.429,102698,40730,171,30,,,,,,,,,
727,Lincoln,2022/09/07 14:56:00+00,16475,16336,105,34,ab303928-17eb-4950-b1a3-79b2db6cb5b2,0,,49,1,,,,,,7,102816,40750,118,20,,,,,,,,,
728,Lincoln,2022/09/14 17:12:00+00,16518,16387,105,26,79079148-0b74-4149-87ee-fbe3810bd964,0,,43,0,,,,,,6.143,102816,40750,0,0,,,,,,,,,
729,Lincoln,2022/09/21 18:47:00+00,16570,16420,105,45,05884468-8d2e-4725-a1a8-2e9e39079253,0,,52,0,,,,,,7.429,104043,40918,1227,168,,,,,,,,,
730,Lincoln,2022/09/28 18:20:00+00,16618,16476,105,37,3ea9526d-0d86-43ad-8675-7fca7da36fe1,0,,48,0,,,,,,6.857,105146,40988,1103,70,,,,,,,,,
731,Lincoln,2022/10/05 16:43:00+00,16648,0,105,0,6a830707-503c-4bf4-9978-207a2d16c36b,0,,30,0,,,,,,23.714,,,,,,,,,,,,,
732,Lincoln,2022/10/12 18:20:00+00,16671,0,107,0,f9d28b03-7ddb-47d3-9c6c-6257da03be26,0,,23,2,,,,,,3.286,,,,,,,,,,,,,
733,Lincoln,2022/10/19 19:35:00+00,16691,0,107,0,fc637376-2cde-4ef3-ab58-5b08683ce83a,0,,20,0,,,,,,2.9,,,,,,,,,,,,,
734,Lincoln,2022/10/26 16:02:00+00,16720,0,107,0,f42b0929-b361-4761-8fb8-b71dc04a3b40,0,,29,0,,,,,,4.143,,,,,,,,,,,,,
735,Lincoln,2022/11/02 20:21:00+00,16760,0,107,0,92dceb16-cb98-4b4c-b06f-c836962097bb,0,,40,0,,,,,,5.714,,,,,,,,,,,,,
736,Lincoln,2022/11/09 18:45:00+00,16802,0,107,0,823537f2-e92e-4147-a28a-5c4e01f165dc,0,,42,0,,,,,,6,,,,,,,,,,,,,
737,Lincoln,2022/11/16 18:16:00+00,16868,0,109,0,e536f5df-0f28-4522-9eb1-17b801b991bd,0,,66,2,,,,,,9.429,,,,,,,,,,,,,
738,Lincoln,2022/11/23 18:14:00+00,16912,0,109,0,5f47ab27-d3aa-4cc4-be66-80515bc67940,0,,44,0,,,,,,6.3,,,,,,,,,,,,,
739,Lincoln,2022/11/30 17:51:00+00,16966,0,109,0,509d12cb-0a5a-4417-b73c-eaec736cbf9a,0,,54,0,,,,,,7.714,,,,,,,,,,,,,
740,Lincoln,2022/12/08 17:24:00+00,17026,0,109,0,8bf4378e-da46-4cae-9a1f-5a56d0d57a41,0,,60,0,,,,,,8.6,,,,,,,,,,,,,
741,Lincoln,2022/12/14 17:20:00+00,17073,0,110,0,5ed86456-4444-4952-bfbc-c8b6ad95f31a,0,,47,1,,,,,,6.714,,,,,,,,,,,,,
742,Lincoln,2022/12/21 19:57:00+00,17120,0,110,0,0786723f-1885-4455-88c2-130b21b43507,0,,47,0,,,,,,6.714,,,,,,,,,,,,,
743,Lincoln,2022/12/28 18:45:00+00,17153,0,110,0,2dd01cb7-3684-4ca7-a503-ed3d3dc568f2,0,,33,0,,,,,,4.7,,,,,,,,,,,,,
744,Lincoln,2023/01/04 17:57:00+00,17178,0,110,0,541c1867-8a6f-4480-8cca-907da55c0f90,0,,25,0,,,,,,3.571,,,,,,,,,,,,,
745,Lincoln,2023/01/11 17:09:00+00,17217,0,110,0,29253f59-c162-471f-b388-a8231aa7ffe6,0,,39,0,,,,,,5.571,,,,,,,,,,,,,
746,Lincoln,2023/01/18 19:12:00+00,17233,0,110,0,83e726cd-d2b4-43e4-959c-ed1324e227d4,0,,16,0,,,,,,2.3,,,,,,,,,,,,,
747,Lincoln,2023/01/25 22:21:00+00,17271,0,110,0,6ab72d77-62af-4831-a0c8-71df1ad535e6,0,,38,0,,,,,,5.429,,,,,,,,,,,,,
748,Lincoln,2023/02/01 21:31:00+00,17306,0,110,0,a2dcfef2-7556-4864-85d7-152ab99d7b3b,0,,35,0,,,,,,5,,,,,,,,,,,,,
749,Lincoln,2023/02/08 21:11:00+00,17337,0,110,0,5daa6209-4855-4997-9826-f5cd863500a1,0,,31,0,,,,,,4.429,,,,,,,,,,,,,
750,Lincoln,2023/02/16 22:59:00+00,17387,0,113,0,21dc8bdb-30eb-45b0-89ab-0ef3a8b2cb17,0,,50,3,,,,,,7.143,,,,,,,,,,,,,
751,Lincoln,2023/02/22 23:23:00+00,17419,0,114,0,3b3c79ab-cb30-4b3e-a2b7-645e5c63cef8,0,,32,1,,,,,,4.571,,,,,,,,,,,,,
752,Lincoln,2023/03/01 21:39:00+00,17448,0,114,0,125a6dc5-8321-47a8-b0af-7a9660163328,0,,29,0,,,,,,4.143,,,,,,,,,,,,,
753,Lincoln,2023/03/08 15:40:00+00,17489,0,116,0,e50538e3-18d2-45db-bd72-365ae0ca6c6c,0,,41,2,,,,,,5.9,,,,,,,,,,,,,
754,Lincoln,2023/03/16 21:37:00+00,17529,0,116,0,e8535edf-2e25-4a3d-af31-e423f2d75878,0,,40,0,,,,,,5.714,,,,,,,,,,,,,
755,Lincoln,2023/03/24 14:39:00+00,17565,0,116,0,25b692fc-6d07-4acf-b189-84dec395f51d,0,,36,0,,,,,,5.143,,,,,,,,,,,,,
756,Lincoln,2023/03/30 00:38:00+00,17588,0,116,0,07369ce3-8958-4c97-ac21-f0e9bb2f3869,0,,23,0,,,,,,3.3,,,,,,,,,,,,,
757,Lincoln,2023/04/06 18:50:00+00,17607,0,116,0,ae16ed64-70a3-49ce-b31b-265b9b120879,0,,19,0,,,,,,2.714,,,,,,,,,,,,,
758,Lincoln,2023/04/12 15:32:00+00,17625,0,116,0,7480dd54-415c-4c44-ab82-f34230d719a8,0,,18,0,,,,,,2.571,,,,,,,,,,,,,
759,Lincoln,2023/04/20 01:25:00+00,17640,0,116,0,7189f1b0-7581-4375-88e9-bc8090dcf5c7,0,,15,0,,,,,,2.1,,,,,,,,,,,,,
