OBJECTID,GEOID10,DistrictName,FreeEligible,ReducedEligible,NotEligible,Total,FreeReducedEligible,PCT_Free,PCT_Reduced,PCT_FreeReduced,Shape__Area,Shape__Length
424,2630210,Roseville Community Schools,3864,303,1636,5803,4167,0.665862484921592,0.0522143718766155,0.718076856798208,254824832.004883,80110.3261629914
425,2630300,School District of the City of Royal Oak,1046,176,3704,4926,1222,0.212342671538774,0.0357287860332927,0.248071457572067,342593450.645508,118733.632866525
426,2630360,Rudyard Area Schools,453,68,231,752,521,0.602393617021277,0.0904255319148936,0.69281914893617,11230183146.3496,628689.147628562
427,2630390,Saginaw City School District,5525,186,1162,6873,5711,0.803870216790339,0.0270624181580096,0.830932634948349,943284737.649414,253796.584127106
428,2630450,Saginaw Township Community Schools,2091,312,2673,5076,2403,0.41193853427896,0.0614657210401891,0.473404255319149,700682279.705078,147434.355137299
429,2630660,Saline Area Schools,537,125,4533,5195,662,0.103368623676612,0.0240615976900866,0.127430221366699,2668442021.83813,349519.333863252
430,2630780,Sand Creek Community Schools,348,82,451,881,430,0.395005675368899,0.0930760499432463,0.488081725312145,2187773578.29779,333248.232217968
431,2630840,Sandusky Community School District,512,94,521,1127,606,0.454303460514641,0.0834072759538598,0.5377107364685,4267378420.96191,451757.528504547
432,2630930,Saranac Community Schools,311,99,501,911,410,0.341383095499451,0.108671789242591,0.450054884742042,2009492636.59326,396207.974913144
433,2630960,Saugatuck Public Schools,127,25,335,487,152,0.260780287474333,0.0513347022587269,0.31211498973306,616403638.189941,196254.015292281
434,2630990,Sault Ste. Marie Area Schools,1284,215,1220,2719,1499,0.472232438396469,0.079073188672306,0.551305627068775,7577798247.21289,428409.253871189
435,2631020,Schoolcraft Community Schools,226,56,790,1072,282,0.210820895522388,0.0522388059701493,0.263059701492537,1420096545.17432,208577.569794834
436,2631320,Shelby Public Schools,884,143,275,1302,1027,0.678955453149002,0.109831029185868,0.788786482334869,4183703165.92285,484696.740437583
437,2631380,Shepherd Public School District,752,93,823,1668,845,0.45083932853717,0.0557553956834532,0.506594724220623,3134868047.67383,708867.80063432
438,2632300,South Haven Public Schools,1036,104,545,1685,1140,0.614836795252226,0.0617210682492582,0.676557863501484,2005636421.09521,244794.670012878
439,2632220,South Lake Schools,972,137,539,1648,1109,0.589805825242718,0.0831310679611651,0.672936893203884,116813914.191406,64348.8049634099
440,2632250,South Lyon Community Schools,1090,128,6058,7276,1218,0.149807586586036,0.0175920835623969,0.167399670148433,2230438675.19775,274014.133698933
441,2632280,South Redford School District,2611,302,1299,4212,2913,0.619895536562203,0.0716999050332384,0.691595441595442,151620419.021973,53640.6158443439
442,2632310,Southfield Public School District,6652,732,3313,10697,7384,0.621856595307095,0.0684304010470225,0.690286996354118,731355828.98584,127289.67908021
443,2632340,Southgate Community School District,2122,208,2163,4493,2330,0.472290229245493,0.0462942354774093,0.518584464722902,201439571.846924,61137.9852817032
444,2632370,Sparta Area Schools,996,151,1321,2468,1147,0.403565640194489,0.0611831442463533,0.464748784440843,2050786370.7793,396480.16788274
445,2632550,Spring Lake Public Schools,353,91,2014,2458,444,0.143612693246542,0.0370219690805533,0.180634662327095,978484536.401855,226797.307691853
446,2632610,Springport Public Schools,515,65,391,971,580,0.53038105046344,0.0669412976313079,0.597322348094748,2825940526.74023,392048.895049819
447,2632640,St. Charles Community Schools,413,61,444,918,474,0.449891067538126,0.0664488017429194,0.516339869281046,1948895041.67822,307554.056608801
448,2600012,St. Ignace Area Schools,212,45,245,502,257,0.422310756972112,0.0896414342629482,0.51195219123506,4653105447.98438,508639.632549683
449,2632820,St. Johns Public Schools,794,99,1721,2614,893,0.303749043611324,0.0378729915837797,0.341622035195103,5700108054.9292,742102.193655689
450,2632850,St. Joseph Public Schools,788,199,2102,3089,987,0.255098737455487,0.0644221430883781,0.319520880543865,472208182.457275,152221.266919584
451,2632880,St. Louis Public Schools,454,44,335,833,498,0.545018007202881,0.0528211284513806,0.597839135654262,2419639135.47998,457136.614836105
452,2632940,Standish-Sterling Community Schools,823,132,650,1605,955,0.512772585669782,0.0822429906542056,0.595015576323987,5978113948.51074,526433.14319155
453,2633000,Stephenson Area Public Schools,42,22,66,130,64,0.323076923076923,0.169230769230769,0.492307692307692,11068784253.4219,684396.430026898
454,2633030,Stockbridge Community Schools,477,75,733,1285,552,0.371206225680934,0.0583657587548638,0.429571984435798,3582936847.64868,432656.930537046
455,2633090,Sturgis Public Schools,1843,210,1236,3289,2053,0.560352690787473,0.0638491942839769,0.62420188507145,1900817093.77856,252924.35860467
456,2633120,Summerfield School District,183,23,438,644,206,0.28416149068323,0.0357142857142857,0.319875776397516,1182421039.67993,225879.044913196
457,2633360,Suttons Bay Public Schools,297,41,297,635,338,0.467716535433071,0.0645669291338583,0.532283464566929,1402546904.94434,261190.129073162
458,2633410,Swan Valley School District,591,95,1134,1820,686,0.324725274725275,0.0521978021978022,0.376923076923077,949864676.925293,188713.854411324
459,2633420,Swartz Creek Community Schools,1606,143,1227,2976,1749,0.539650537634409,0.0480510752688172,0.587701612903226,1992835511.41357,415131.522498571
460,2625350,Tahquamenon Area Schools,425,63,282,770,488,0.551948051948052,0.0818181818181818,0.633766233766234,35868115975.6074,1018614.56945224
461,2633510,Tawas Area Schools,805,109,566,1480,914,0.543918918918919,0.0736486486486486,0.617567567567568,4779364305.46582,533984.721158402
462,2633540,Taylor School District,6320,555,2187,9062,6875,0.697417788567645,0.0612447583314941,0.758662546899139,722405607.617432,140549.951628321
463,2633720,Tecumseh Public Schools,449,67,1040,1556,516,0.288560411311054,0.0430591259640103,0.331619537275064,2182310183.87549,441374.526410504
464,2633750,Tekonsha Community Schools,135,20,94,249,155,0.542168674698795,0.0803212851405622,0.622489959839357,1430400486.93164,283423.414202059
465,2633810,Thornapple Kellogg School District,754,226,2124,3104,980,0.242912371134021,0.0728092783505155,0.315721649484536,3273699599.03174,490962.306973903
466,2633840,Three Rivers Community Schools,1255,174,1078,2507,1429,0.500598324690866,0.0694056641404069,0.570003988831272,3329999003.62476,495976.245503547
467,2633870,Traverse City Area Public Schools,3506,697,6870,11073,4203,0.316626027273548,0.0629459044522713,0.37957193172582,7919432412.66211,934511.320709687
468,2633900,Trenton Public Schools,511,37,1977,2525,548,0.202376237623762,0.0146534653465347,0.217029702970297,177093389.445068,57107.3910803251
469,2633930,Tri County Area Schools,37,6,23,66,43,0.560606060606061,0.0909090909090909,0.651515151515151,3542655986.98877,489840.504222212
470,2634260,Troy School District,1486,317,10675,12478,1803,0.119089597691938,0.0254047122936368,0.144494309985575,742720066.54248,141526.853990797
471,2634380,Ubly Community Schools,270,41,397,708,311,0.38135593220339,0.057909604519774,0.439265536723164,4790837390.98047,506304.796032518
472,2634410,Union City Community Schools,500,86,454,1040,586,0.480769230769231,0.0826923076923077,0.563461538461538,2803246654.24683,446833.71998378
473,2634440,Unionville-Sebewaing Area S.D.,275,47,410,732,322,0.37568306010929,0.064207650273224,0.439890710382514,3227059439.59961,636949.83710873
474,2634470,Utica Community Schools,8614,1270,17597,27481,9884,0.313452931116044,0.0462137476802154,0.359666678796259,1877987769.2666,248166.035575008
475,2634560,Van Buren Public Schools,2799,263,3105,6167,3062,0.453867358521161,0.0426463434408951,0.496513701962056,1582808936.7688,229886.128797265
476,2634680,Van Dyke Public Schools,2111,80,258,2449,2191,0.861984483462638,0.0326663944467129,0.894650877909351,136094770.299316,54615.8826596878
477,2634620,Vanderbilt Area Schools,65,7,10,82,72,0.792682926829268,0.0853658536585366,0.878048780487805,3796446654.93848,345562.878208687
478,2634650,Vandercook Lake Public Schools,673,83,388,1144,756,0.588286713286713,0.0725524475524476,0.660839160839161,146488010.921875,61892.4321472285
479,2634710,Vassar Public Schools,708,55,384,1147,763,0.617262423714037,0.047951176983435,0.665213600697472,2368226263.0459,390546.122789303
480,2634920,Vestaburg Community Schools,357,79,216,652,436,0.547546012269939,0.121165644171779,0.668711656441718,1889203039.58936,280069.587864572
481,2634950,Vicksburg Community Schools,770,181,1690,2641,951,0.29155622870125,0.0685346459674366,0.360090874668686,3012723131.32227,401148.012438931
482,2635010,Wakefield-Marenisco School District,130,16,147,293,146,0.443686006825939,0.0546075085324232,0.498293515358362,14443535696.9453,689889.692520854
483,2635040,Waldron Area Schools,137,13,77,227,150,0.60352422907489,0.0572687224669604,0.66079295154185,1646132019.6759,355297.552315514
484,2635130,Walkerville Public Schools,214,15,40,269,229,0.795539033457249,0.0557620817843866,0.851301115241636,3172755496.74023,330078.856746622
485,2635160,Walled Lake Consolidated Schools,3190,458,10294,13942,3648,0.228805049490747,0.0328503801463205,0.261655429637068,1521884411.15625,263236.442136806
486,2635190,Warren Consolidated Schools,9293,857,5476,15626,10150,0.594713938307948,0.054844489952643,0.649558428260591,844822311.348145,153737.168332753
487,2635220,Warren Woods Public Schools,1672,290,1438,3400,1962,0.491764705882353,0.0852941176470588,0.577058823529412,138599225.083008,53002.2792291294
488,2635310,Waterford School District,5454,678,4059,10191,6132,0.535178098322049,0.0665292905504857,0.601707388872535,1106991550.17529,194076.794589243
489,2635340,Watersmeet Township School District,88,20,36,144,108,0.611111111111111,0.138888888888889,0.75,7772297147.82813,389956.78530166
490,2635460,Watervliet School District,778,132,537,1447,910,0.537664132688321,0.0912232204561161,0.628887353144437,1050408957.90967,224962.890421144
491,2635520,Waverly Community Schools,2162,334,1208,3704,2496,0.583693304535637,0.0901727861771058,0.673866090712743,471373353.998535,192501.367991509
492,2635550,Wayland Union Schools,1006,284,1735,3025,1290,0.332561983471074,0.0938842975206612,0.426446280991736,2487580164.43115,357133.902760216
493,2600015,Wayne-Westland Community School District,6409,275,5872,12556,6684,0.510433258999681,0.0219018795794839,0.532335138579165,773120800.651855,220590.11417154
494,2635730,Webberville Community Schools,226,67,226,519,293,0.435452793834297,0.129094412331407,0.564547206165703,1104361103.53027,270462.529546674
495,2635820,West Bloomfield School District,1464,169,3512,5145,1633,0.284548104956268,0.0328474246841594,0.317395529640428,466955445.024414,142502.585294192
496,2635850,West Branch-Rose City Area Schools,93,4,8,105,97,0.885714285714286,0.0380952380952381,0.923809523809524,14434504528.3711,593776.54013034
497,2632910,West Iron County Public Schools,503,66,272,841,569,0.598097502972652,0.0784780023781213,0.676575505350773,16049003856.1836,608042.940911469
498,2635910,West Ottawa Public School District,3486,754,3315,7555,4240,0.461416280608868,0.099801455989411,0.561217736598279,2038012581.68652,218769.410422932
499,2635940,Western School District,904,178,1829,2911,1082,0.31054620405359,0.0611473720371007,0.37169357609069,1884605490.83789,325921.640815026
500,2611640,Westwood Community Schools,1399,50,237,1686,1449,0.829774614472123,0.029655990510083,0.859430604982206,102797742.389404,61399.1745788116
501,2635970,Westwood Heights Schools,2456,87,207,2750,2543,0.893090909090909,0.0316363636363636,0.924727272727273,275959844.131348,88931.0522614469
502,2636120,White Pigeon Community Schools,419,79,272,770,498,0.544155844155844,0.102597402597403,0.646753246753247,1639907083.79822,324036.981622716
503,2636240,Whitefish Township Schools,27,0,15,42,27,0.642857142857143,0,0.642857142857143,6884444004.46289,420259.101198086
504,2636270,Whiteford Agricultural Schools,147,48,543,738,195,0.199186991869919,0.0650406504065041,0.264227642276423,1206166342.47003,188399.861952134
505,2636300,Whitehall District Schools,824,91,1111,2026,915,0.406712734452122,0.0449160908193485,0.451628825271471,1751126939.01074,274670.348256185
506,2636330,Whitmore Lake Public Schools,255,57,560,872,312,0.29243119266055,0.0653669724770642,0.357798165137615,697888768.29834,201045.587390979
507,2636390,Whittemore-Prescott Area Schools,353,29,46,428,382,0.824766355140187,0.0677570093457944,0.892523364485981,4609428533.05957,511193.47124497
508,2636420,Williamston Community Schools,299,45,1463,1807,344,0.165467625899281,0.0249031543995573,0.190370780298838,1651806731.53076,251628.575554379
509,2636485,Woodhaven-Brownstown School District,2108,204,2941,5253,2312,0.401294498381877,0.0388349514563107,0.440129449838188,596296983.566895,146454.69768436
510,2636540,Wyandotte City School District,2583,269,1901,4753,2852,0.543446244477172,0.0565958342099726,0.600042078687145,194517651.267822,60691.1213222936
511,2636570,Wyoming Public Schools,3066,508,1353,4927,3574,0.622285366348691,0.103105337933834,0.725390704282525,310610192.325684,127352.316807292
512,2636600,Yale Public Schools,678,116,1099,1893,794,0.358161648177496,0.0612783940834654,0.419440042260961,4355334902.29248,517132.106114546
513,2636630,School District of Ypsilanti,4322,308,2214,6844,4630,0.631502045587376,0.0450029222676797,0.676504967855056,678927743.195801,167112.322050087
514,2636660,Zeeland Public Schools,1134,349,4485,5968,1483,0.190013404825737,0.0584785522788204,0.248491957104558,2654478150.25098,416496.962048385
515,2621390,Leland Public School District,,,,,,,,,2103338309.88477,397857.050051535
516,2621420,Les Cheneaux Community Schools,,,,,,,,,3417616662.19531,1034230.14843033
517,2622230,Mackinac Island Public Schools,,,,,,,,,119728332.402344,69983.333745062
518,2622830,Mar Lee School District,,,,,,,,,1044267154.771,230925.448223668
519,2622740,Marcellus Community Schools,,,,,,,,,2891736392.19873,456372.397351228
520,2622800,Marion Public Schools,,,,,,,,,4627614264.25391,717628.44373123
521,2622980,Martin Public Schools,,,,,,,,,1727963460.13574,356672.005703965
522,2624420,Montrose Community Schools,,,,,,,,,1000216488.4126,196448.915899327
523,2624540,Moran Township School District,,,,,,,,,3719611777.25977,468214.405270844
524,2624960,Napoleon Community Schools,,,,,,,,,1308450458.11792,239242.165962171
525,2625320,Newaygo Public School District,,,,,,,,,2509068522.78809,433037.113422527
526,2625680,North Branch Area Schools,,,,,,,,,3512726614.21875,395212.387246244
527,2625920,Northport Public School District,,,,,,,,,1346341592.15723,355959.144668632
528,2626100,Nottawa Community School,,,,,,,,,487647545.187622,309021.091568124
529,2626970,Oscoda Area Schools,,,,,,,,,10033458668.333,557364.532270656
530,2627390,Palo Community School District,,,,,,,,,579913073.703125,218028.813448416
531,2628020,Pickford Public Schools,,,,,,,,,6803365145.08594,505299.391449537
532,2628810,Port Hope Community Schools,,,,,,,,,1420153707.19727,377531.685521235
533,2629130,Posen Consolidated School District,,,,,,,,,4489829533.17383,415024.404392851
534,2629520,Reese Public Schools,,,,,,,,,2364310408.32813,569780.519593129
535,2631830,Sigel Township S/D #6,,,,,,,,,180511697.837891,65459.8188642423
536,2632070,Sodus Township S/D #5,,,,,,,,,75000946.1516113,50112.8265909374
537,2632970,Stanton Township Public Schools,,,,,,,,,3472486348.93359,324437.944246362
538,2600019,Superior Central Schools,,,,,,,,,6409187535.4707,372305.661284939
539,2636060,White Cloud Public Schools,,,,,,,,,5996454455.97656,529219.834510094
540,2636450,Willow Run Community Schools,,,,,,,,,447056322.355225,142634.943296148
541,2636480,Wolverine Community Schools,,,,,,,,,4574197533.91895,328589.847093922
542,,,,,,,,,,,78435028.1113281,90987.8143691601
543,,,,,,,,,,,5772696911.28711,478748.889485278
544,,,,,,,,,,,198148265.587891,97030.5250066002
545,,,,,,,,,,,219438463.932617,112393.918058621
546,,,,,,,,,,,190442592.494141,92093.3036345253
547,,,,,,,,,,,4219688176.3418,277814.776799151
