OBJECTID,COMPKEY,UNITID,UNITDESC,MODDTTM,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,COMPTYPE,DESCRIPTION,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDBY,ADDDTTM,OWNERSHIP,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,OVERRIDECOMMENT,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,SYSCONTROLTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,SIGASSSERVICEPT,JOINTOWNERSHIPYN,VH_QUANTITY,VH_MODELTYPE,LOUVEREDVISORYN,OPTPGMEDHDSYN,CABLASTPMDT,DETMODULETYPECD,CCIMODELTYPECD,ETHERNETSFTWRREVLVL,CCISFTWRREVLVL,MMUSERIALNBR,CO_SOFTWRREV,CO_INSTALLDT,CO_REMOVALDT,CO_SERIALNBR,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,VOLTS,AMPS,GROUNDRESISTANCE,MULTIINTERSECTIONSYN,ADDTLINTDESC,LASTSIGNALOPTDT,LAMPINGGROUPCD,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,PEDPSHINSTALLDT,NUM_ATTACHMENTS
80786,273299,SGL-794,18TH AVE AND E CHERRY ST                                                                                                                                                                                                                                       ,2022/02/02 00:00:00+00,POOR,2008/03/24 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,30178,41718,SEMI,CENTRAL,1987/11/25 00:00:00+00,GISADMIN,2005/03/17 17:13:16+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,NEON,STD,4,,16,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,NSM-6,,, ,NEC Wood Pole,Y,8,3S8RYG,N,N,2022/02/01 00:00:00+00,STANDAL, ,,,980307472,"3.32SEh, 4","03-OCT-06, 25-NOV-87",03-OCT-06,"67368, 61846","M34, LC8000",EDI,2022/02/01 00:00:00+00,121,2,129,N,,,A2,,,,,,,,,,1987/11/25 00:00:00+00,0
80787,273300,SGL-807,1ST AVE NE AND NE 100TH ST                                                                                                                                                                                                                                     ,2023/09/20 00:00:00+00,POOR,2008/05/14 00:00:00+00,INSVC,DISTRICT5, ,N,74,,1,37558,233504,SEMI,NORTH,,GISADMIN,2005/03/17 17:13:16+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,NEON,"Reese, NAV-EN2","4, 8",,8,,N,,N,N,Y,Y,N,Y,N,Y,,,,,N,N,N,6TS2-Typ1,FIBER,TACTIS,MMU2-16LEi,EMER,, ,NEC service box,N,"4, 4","3S8RYG, 3S12RYG",N,N,2023/02/03 00:00:00+00,RACK, ,30,,E1862662,"3.32SEG, 3.30, 3.57b Linux, 3.57b Linux","19-AUG-08, 12-MAY-01, 25-JUN-20, 21-AUG-21","25-JUN-20, 19-AUG-08, 21-AUG-21","100246, 64675, 163641, 154395","M52, M34, M60, M60",EDI,2023/02/03 00:00:00+00,121,4,18,N,,,A6,,,,,,,,,,,0
80788,273301,SGL-54,4TH AVE AND MARION ST                                                                                                                                                                                                                                          ,2022/03/18 00:00:00+00,FAIR,2008/09/12 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29953,40751,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:13:16+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,,,,8,,Y,,N,N,N,N,N,N,N,N,,,,,N,N,N,2TS2-Typ1,COPPER,TACTIS,MMU2-16LEi,EMER,, ,West of NWC at alley in City Lgt Vault,N,4,3S8RYG,N,N,2022/03/12 00:00:00+00,RACK, ,ED34,,E1867811,"3.32SEG, 1.6, 3.57b OS_9, Linux 3.57b","05-NOV-03, 04-MAY-88, 24-FEB-18, 04-SEP-21","24-FEB-18, 05-NOV-03, 04-SEP-21","67585, 1639, 117846, 171466","M34,  , M52, M60",EDI,2022/03/12 00:00:00+00,123,2,29,N,,,P4,,,,,,,,,,,0
80789,273302,SGL-649,35TH AVE SW AND SW BARTON ST                                                                                                                                                                                                                                   ,2023/05/19 00:00:00+00,POOR,2008/04/22 00:00:00+00,INSVC,DISTRICT1, ,N,74,,1,34741,75332,SEMI,SOUTH,,GISADMIN,2005/03/17 17:13:16+00,SDOT,2009/09/03 00:00:00+00,1,, ,CITY,,N,N,LEDCD,Reese,4,2015/05/05 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2TS2-Typ1,FIBER,TACTIS,MMU2-16LEi,EMER,, ,NWC SCL Wood Pole #1342273,Y,8,3S12RYG,N,N,2023/05/16 00:00:00+00,RACK, ,,,180109701,"CLMATS7.4.15, SP2, 3.57b","03-JUL-03, 14-JAN-97, 08-SEP-15, 10-MAY-20","16-APR-13, 03-JUL-03, 10-MAY-20","21085040, 61019, 3351200021, 159061","LMD9200, LC8000, ATC-1000, M60-ATC",EDI,2023/05/16 00:00:00+00,120,4,280,N,,,A6,,,,,,,,,,2003/06/03 00:00:00+00,0
80790,273303,SGL-805,WALLINGFORD AVE N AND N 80TH ST                                                                                                                                                                                                                                ,2023/03/31 00:00:00+00,POOR,2008/07/17 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,24233,4120,SEMI,NORTH,,GISADMIN,2005/03/17 17:13:16+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,"NONSTD, NAV-iN2","2, 2",,6,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2TS2-Typ1, ,TIME-BASE,MMU2-16LEi,,, ,90' East of NEC on SCL Wood Pole #1361774,Y,"3, 4, 1, 1","3S8RYG, 3S12RYG, 3S12RYGARW, OPT3M",N,N,2023/02/13 00:00:00+00,RACK, ,,,E2023402,"CLMATS7.4.20, 4, 3.57b Linux","01-APR-10, 02-JUN-95, 23-MAR-21","23-MAR-21, 01-APR-10","21211, 61043, 170387","LMD8000, LC8000, M60",EDI,2023/02/13 00:00:00+00,122,2,60,N,,,S2,,,,,,,,,,2021/03/23 00:00:00+00,0
80791,273304,SGL-470,BROADWAY AND E UNION ST                                                                                                                                                                                                                                        ,2023/02/03 00:00:00+00,GOOD,2013/10/14 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29757,40133,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:13:16+00,SDOT,2013/10/14 00:00:00+00,2,, ,CITY,,Y,N,LEDCD,NAV-EN2,8,,8,2013/10/14 00:00:00+00,Y,,N,N,Y,N,Y,N,N,N,2013/07/10 00:00:00+00,,,,N,N,N,3TS2-TYPE2,COPPER,TACTIS,MMU2-16LEi,,, ,NEC on SCL Wood Pole,N,"4, 4, 2, 2","3S8RYG, 3S12RYG, 3S12RYGARW, 3SBike",N,N,2022/02/10 00:00:00+00,RACK, ,8.00/80,,E2020372,"3.32SEG, 3.40, 3.33 SEd","08-AUG-02, 29-OCT-92, 07-AUG-13, 01-APR-21","07-AUG-13, 08-AUG-02, 01-APR-21","66940, 5367G, 134305, 92910","M34,  , M52, M52",EDI,2022/02/10 00:00:00+00,120,4,50,N,,,P7,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\FHS -Bwy-Union.pdf,,,,,,,,,2013/10/14 00:00:00+00,1
80792,273305,SGL-136,1ST AVE AND LENORA ST                                                                                                                                                                                                                                          ,2023/09/22 00:00:00+00,POOR,2008/08/14 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29560,39157,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:13:16+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,NEON,,,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER, ,LT216E,,, ,NEC City Lgt H/H,Y,8,3S8RYG,N,N,2022/01/21 00:00:00+00, , ,,,9941,"3.32SEG, 3.55d",17-JUL-20,,"67934, 150569","M34, M60",EDI,2022/01/21 00:00:00+00,122,2,56,N,,,P1,,,,,,,,,,,0
80793,273306,SGL-189,DENNY WAY AND DEXTER AVE                                                                                                                                                                                                                                       ,2022/05/19 00:00:00+00,FAIR,2008/09/15 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29515,39112,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:13:17+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,NAV-EN2,2,2011/08/02 00:00:00+00,8,,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,6TS2,COPPER,TACTIS,MMU2-16LEi,,, ,NEC Service Box (Next to Cabinet),N,"7, 1","3S8RYG, OTH",N,N,2022/05/02 00:00:00+00,RACK, ,,,180201890,"3.32SEG, 3.33SEd, 3.33SEd","23-JUN-10, 05-APR-14","23-JUN-10, 05-APR-14","67597, 120185, 89024","M34, M52, M52",EDI,2022/05/02 00:00:00+00,123,4,4,N,,,S8,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf9(19).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf9(18).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf9(17).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf9(16).pdf,,,,,,,4
80794,273307,SGL-686,DELRIDGE WAY SW AND SW MYRTLE ST                                                                                                                                                                                                                               ,2023/05/31 00:00:00+00,POOR,2008/04/24 00:00:00+00,INSVC,DISTRICT1, ,N,74,,1,33959,69304,SEMI,SOUTH,,GISADMIN,2005/03/17 17:13:17+00,SDOT,2008/12/15 00:00:00+00,1,, ,HALFPED,,N,Y,NEON,NAV-iN2,4,,4,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,ONSTREET,NSM-6,,, ,NEC on SCL Wood Pole #1380777 in Y-W Box,Y,4,3S12RYG,N,N,2023/05/23 00:00:00+00,STANDAL, ,,,980307471,"CLMATS7.4.15, 6D, 3.57b, 3.57b Linux","01-MAY-01, 19-JAN-00, 17-AUG-21, 03-SEP-21","17-AUG-21, 01-MAY-01, 03-SEP-21","25109901, 25109916, 164221, 159035","LMD9200, LMD9200, M60, M60",TCT,2023/05/23 00:00:00+00,121,2,11,N,,,A6,,,,,,,,,,2001/05/01 00:00:00+00,0
80795,273308,SGL-510,BOREN AVE AND JAMES ST                                                                                                                                                                                                                                         ,2023/09/20 00:00:00+00,POOR,2008/09/17 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29814,40342,FULL,DOWNTOWN,,GISADMIN,2005/03/17 17:13:17+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,NEON,Reese,8,,8,,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,3TS1,COPPER,TACTIS,NSM-12,EMER,, ,NWC City Lgt Meter Box next to cabinet,N,"8, 4","3S8RYG, 3S12RYGARW",N,N,2022/04/21 00:00:00+00,STANDAL, ,,,010602725,"3.32SEh, 2.03, 3.55d Linux","09-MAY-03, 27-APR-93, 16-AUG-20","16-AUG-20, 09-MAY-03","53646, 7197, 150560","M34,  , M60",EDI,2022/04/21 00:00:00+00,121,4,23,N,,,P7,,,,,,,,,,,0
80796,273309,SGL-952,WHITMAN PL N AND N 63RD ST                                                                                                                                                                                                                                     ,2023/03/31 00:00:00+00,POOR,2008/07/17 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,25634,13564,SEMI,NORTH,2000/04/19 00:00:00+00,GISADMIN,2005/03/17 17:13:18+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,NEON,Reese,2,,4,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LT216E,,, ,Woodland Pl N/N 63rd on NEC Wood Pole #1382641,N,7,3S8RYG,N,N,2023/03/02 00:00:00+00,STANDAL, ,,,9962,8N,19-APR-00,,14019736,LMD8000,EAGLE,2023/03/02 00:00:00+00,119,2,8,N,,,A3,,,,,,,,,,2000/04/19 00:00:00+00,0
80797,273310,SGL-625,SW KLICKITAT NR WAY AND SW SPOKANE NR ST                                                                                                                                                                                                                       ,2023/09/19 00:00:00+00,POOR,2008/03/17 00:00:00+00,INSVC,DISTRICT1, ,N,74,,1,32218,56661,FULL,SOUTH,1980/12/08 00:00:00+00,GISADMIN,2005/03/17 17:13:18+00,SDOT,2008/12/15 00:00:00+00,3,, ,CITY,,N,N,INCAND,Reese,4,,4,,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,3TS1,COPPER,TIME-BASE,NSM-12,RR,, ,100' East of SEC on City Lgt Wood Pole #1380367,Y,"7, 2, 2","3S12RYG, 3S12RYGARW, OPT3M",N,N,2022/09/27 00:00:00+00,RACK, ,,,9601-615,"8C, 6D, 8C","03-OCT-08, 04-DEC-01, 23-MAY-17","23-MAY-17, 03-OCT-08","10111, 964016, 2121038","LMD8000, LMD9200, LMD9200",EDI,2022/09/27 00:00:00+00,120,3,7,N,,,A6,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\TSCR 13th_Klickitat ER625.pdf,,,,,,,,,2001/12/04 00:00:00+00,1
80798,273311,SGL-711,PHINNEY AVE N AND N 130TH ST                                                                                                                                                                                                                                   ,2023/04/06 00:00:00+00,POOR,2009/01/13 00:00:00+00,INSVC,DISTRICT5, ,N,74,,1,35822,219713,SEMI,NORTH,,GISADMIN,2005/03/17 17:13:18+00,SDOT,2008/12/15 00:00:00+00,1,, ,FS,,N,N,,,,,,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LSM6,EMER,, ,SEC SCL Wood Pole #1362262,N,4,3S12RYG,N,N,2023/03/28 00:00:00+00,STANDAL, ,,,52845,"SP2, CLMATS 7.4.15","10-DEC-01, 13-NOV-13",13-NOV-13,"81511, 19069307H","LC8000, LMD9200",EDI,2023/03/28 00:00:00+00,120,1,76,N,,,A6,,,,,,,,,,,0
80799,273312,SGL-616,14TH AVE S AND EAST MARGINAL WAY S                                                                                                                                                                                                                             ,2022/10/11 00:00:00+00,FAIR,2008/05/20 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,34211,71322,SEMI,SOUTH,,GISADMIN,2005/03/17 17:13:18+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,"NEON, LED",Reese,4,,"6, 2",,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,3TS1,COPPER,TACTIS,NSM-12,,, ,20' S of SEC on SCL Wood Pole #1368930 (S of cabinet),N,"1, 8, 5","3S8RYG, 3S12RYG, 3S12RYGARW",N,N,2022/10/03 00:00:00+00,RACK, ,,,9511-354,"3.32SEG, 8F","04-DEC-04, 30-APR-95",04-DEC-04,"67787, 28109422H","M34, LMD8000",EDI,2022/10/03 00:00:00+00,120,5,34,N,,,A4,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\TSCR 14th_E Marginal616.pdf,,,,,,,,,,1
80800,273313,SGL-6,1ST AVE S AND S MAIN ST                                                                                                                                                                                                                                        ,2022/07/18 00:00:00+00,FAIR,2008/08/15 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,30364,43129,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:13:18+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,,,2012/08/02 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2TS2-Typ1,COPPER,TACTIS,MMU2-16LEi,EMER,, ,NWC SCL vault,N,10,3S8RYG,N,N,2022/01/10 00:00:00+00,RACK, ,,,170809188,"3.32SEG, 3.57b, 3.57b","22-NOV-19, 15-JUL-22","22-NOV-19, 15-JUL-22","67344, 163607, 161644","M34, M60, M60-ATC",EDI,2022/01/10 00:00:00+00,122,2,0,N,,, ,,,,,,,,,,,0
80801,273314,SGL-477,BROADWAY E AND E REPUBLICAN ST                                                                                                                                                                                                                                 ,2023/09/20 00:00:00+00,POOR,2008/05/12 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29019,36331,PRE,CENTRAL,,GISADMIN,2005/03/17 17:13:18+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LED,NAV-iNS2,8,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,LT216E,,, ,"SEC in ""TC"" Type 3 H/H",N,8,3S8RYG,N,N,2022/02/16 00:00:00+00,STANDAL, ,,,9870,"3.32SEg, 3.30, 3.57b","12-AUG-02, 11-MAR-99, 25-MAR-23","25-MAR-23, 12-AUG-02","44616, 51603, 106783M","M34, M34, M52",EAGLE,2022/02/16 00:00:00+00,120,3,1,N,,,S4,,,,,,,,,,2021/01/20 00:00:00+00,0
80802,273315,SGL-525,12TH AVE S AND S KING ST                                                                                                                                                                                                                                       ,2023/06/05 00:00:00+00,FAIR,2008/03/17 00:00:00+00,INSVC,DISTRICT3,DISTRICT2,N,74,,1,30430,44143,SEMI,SOUTH,,GISADMIN,2005/03/17 17:13:19+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,"STD, NAV-iN2","4, 8",,8,,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,2TS2-Typ1,COPPER,TACTIS,MMU2-16LEi,EMER,, ,NWC on SCL Wood Pole #1316142,Y,"1, 6, 2","3S12RYGARW, 3S12RYG, 3S8RYG",N,N,2023/06/01 00:00:00+00,RACK, ,30,,E1984906,"3.33SEd, SP2, 3.57b Linux","21-JAN-07, 14-OCT-91, 10-JUN-21","10-JUN-21, 21-JAN-07","89020, 650146, 111788","M52, LC8000, M60",EDI,2023/06/01 00:00:00+00,121,2,4,N,,,A1,,,,,,,,,,2021/06/10 00:00:00+00,0
80803,273316,SGL-701,15TH AVE S AND S COLLEGE ST                                                                                                                                                                                                                                    ,2022/09/14 00:00:00+00,POOR,,INSVC,DISTRICT2, ,N,74,,1,31285,51301,FULL,SOUTH,1989/07/27 00:00:00+00,GISADMIN,2005/03/17 17:13:19+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,Reese,8,2015/02/11 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,Y,N,N,2, ,TIME-BASE,LT216E,,, ,SEC Wood Pole #1316177,Y,8,3S8RYG,N,N,2022/09/13 00:00:00+00,RACK, ,,,9756,"SP2, CLMATS 7.4.20","27-JUL-89, 06-AUG-09",06-AUG-09,"91105, 21115","LC8000, LMD8000",TCT,2022/09/13 00:00:00+00,121,1,0,N,,,A3,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TM-SGL-701-DWG-20091020-SENSYS_BMP 2009.pdf,,,,,,,,,1989/07/27 00:00:00+00,1
80804,273317,SGL-760,16TH AVE SW AND SW AUSTIN ST                                                                                                                                                                                                                                   ,2023/09/25 00:00:00+00,POOR,2008/08/13 00:00:00+00,INSVC,DISTRICT1, ,N,74,,1,34146,70722,FULL,SOUTH,1977/10/01 00:00:00+00,GISADMIN,2005/03/17 17:13:19+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LED,Reese,2,,4,,N,,N,N,Y,N,Y,N,N,N,,,,,Y,Y,N,2,WIRELESS,TACTIS,NSM-6,,, ,SWC City Lgt Wood Pole #1380980 in Y-W Box,N,"4, 3","3S8RYG, 3S12RYG",N,N,2023/05/22 00:00:00+00,STANDAL, ,,,970906240,"SP2, 2.01.00, 3.57b Linux","24-JUN-03, 30-NOV-10, 06-MAY-20","30-NOV-10, 06-MAY-20","72527, 10DEM008, 159066","LC8000, M1, M60",EDI,2023/05/22 00:00:00+00,119,2,14,N,,,A6,,,,,,,,,,,0
80805,273318,SGL-880,MERIDIAN AVE N AND N 105TH ST                                                                                                                                                                                                                                  ,2023/03/31 00:00:00+00,POOR,2008/07/10 00:00:00+00,INSVC,DISTRICT5, ,N,74,,1,36594,226731,SEMI,NORTH,1995/01/12 00:00:00+00,GISADMIN,2005/03/17 17:13:19+00,SDOT,2008/12/15 00:00:00+00,2,, ,HALFPED,,N,Y,"NEON, LED",NAV-EN2,2,,"3, 1",,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LSM6,,,SDOT,Meridian/N 106th NEC SCL Vault in Street,N,4,3S8RYG,N,N,2023/01/31 00:00:00+00,STANDAL, ,,,73414,SP2,12-JAN-95,,73911,LC8000,TCT,2023/01/31 00:00:00+00,122,1,3,N,,,A6,,,,,,,,,,1995/01/12 00:00:00+00,0
80806,273319,SGL-560,RAINIER AVE S AND S ALASKA ST                                                                                                                                                                                                                                  ,2023/06/26 00:00:00+00,POOR,2008/08/06 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,32737,59761,FULL,SOUTH,,GISADMIN,2005/03/17 17:13:19+00,SDOT,2008/12/15 00:00:00+00,1,,SDOT,CITY,,Y,N,LEDCD,NAV-EN2,8,2011/07/12 00:00:00+00,8,2011/07/12 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,6TS2,FIBER,TACTIS,MMU-16LEip,EMER,, ,"SEC in ""TC"" Type II H/H",N,"8, 3","3S12RYG, 3S12RYGARW",N,N,2022/08/25 00:00:00+00,RACK, ,30,,E1830135,"3.32SEG, 3.32SEg, 3.40, 3.40, 3.57b","08-JUL-08, 08-AUG-12, 24-JAN-13, 18-MAR-13, 24-JUN-23","08-AUG-12, 24-JAN-13, 18-MAR-13, 24-JUN-23","104163, 84832, 131890, 126625, 177727","M52, M52, M52, M52, M60",EDI,2023/06/24 00:00:00+00,119,5,188,N,,,A1,,,,,,,,,,,0
80807,273320,SGL-881,GREEN LAKE WAY N AND N CLOGSTON WAY                                                                                                                                                                                                                            ,2023/03/31 00:00:00+00,POOR,2008/08/12 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,25510,13312,SEMI,NORTH,1995/01/24 00:00:00+00,GISADMIN,2005/03/17 17:13:19+00,SDOT,2008/12/15 00:00:00+00,2,, ,HALFPED,,N,Y,NEON,"STD, NAV-iN2","2, 2",,4,,Y,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,MMU2-16LEi,,, ,100 FT SOUTH OF SEC ON SCL WOOD POLE #1372389,Y,4,3S12RYG,N,N,2023/03/02 00:00:00+00,RACK, ,,,E1693341,"3.32SEG, 11, 3.57b Linux","13-SEP-08, 24-JAN-95, 27-JAN-21","27-JAN-21, 13-SEP-08","106775, 52434, 170726","M52, LC40, M60",EDI,2023/03/02 00:00:00+00,123,2,52,N,,,A3,,,,,,,,,,1995/01/24 00:00:00+00,0
80808,273322,SGL-260,FREMONT AVE N AND N 46TH ST                                                                                                                                                                                                                                    ,2023/04/25 00:00:00+00,FAIR,2008/03/24 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,25689,13754,SEMI,NORTH,,GISADMIN,2005/03/17 17:13:19+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,Reese,4,2013/07/26 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,6TS2,FIBER,TACTIS,MMU2-16LEi,EMER,, ,SEC SCL Wood Pole #1382828,Y,"6, 2","3S8RYG, 4SRYGGARW",N,N,2023/04/18 00:00:00+00,RACK, ,30,,E1993096,"3.32SEG, 3.33SEd, 3.55","11-JAN-06, 21-AUG-12, 11-FEB-15","21-AUG-12, 11-FEB-15","84847, 132572, 134305","M52, M52, M52",EDI,2023/04/18 00:00:00+00,121,3,114,N,,,S1,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf14(12).pdf,,,,,,,,,,1
80809,273323,SGL-702,RAINIER AVE S AND S KENNY ST                                                                                                                                                                                                                                   ,2023/03/01 00:00:00+00,POOR,2008/05/08 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,33530,66344,SEMI,SOUTH,,GISADMIN,2005/03/17 17:13:19+00,SDOT,2008/12/15 00:00:00+00,1,, ,HALFPED,,N,N,"NEON, LED",Reese,2,,"2, 2",,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,FIBER,TACTIS,NSM-6,EMER,,CONTRACT,SWC Wood Pole (40' South of Cabinet),N,4,3S12RYG,N,N,2022/08/22 00:00:00+00,STANDAL, ,30,,040405593,"3.32SEG, 3.33SEd, 8L, 3.52","01-JAN-04, 21-FEB-09, 09-SEP-96, 08-DEC-14","21-FEB-09, 08-DEC-14, 01-JAN-04","104136, 100241, 27039513, 105601","M52, M52, LMD8000, M52",EDI,2022/08/22 00:00:00+00,121,3,0,N,,,A1,,,,,,,,,,2009/12/01 00:00:00+00,0
80810,273324,SGL-434,24TH AVE E AND E NEWTON N ST                                                                                                                                                                                                                                   ,2023/09/25 00:00:00+00,POOR,2008/08/18 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,28371,31309,SEMI,CENTRAL,,GISADMIN,2005/03/17 17:13:20+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,"NEON, LED",Reese,4,,"4, 2",,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,NSM-6,,, ,20' SE of NWC on City Lgt Wood Pole #1308794 (Next to cabinet),Y,6,3S8RYG,N,N,2022/06/21 00:00:00+00,STANDAL, ,,,041102767,"SP2, sp2","28-MAY-08, 15-APR-05",28-MAY-08,"714116, 72530","LC8000, LC8000",EDI,2022/05/05 00:00:00+00,123,3,13,N,,,A3,,,,,,,,,,,0
80811,273325,SGL-027,CORGIAT DR S AND S ALBRO PL                                                                                                                                                                                                                                    ,2023/09/19 00:00:00+00, ,,OUTSVC,DISTRICT2, ,N,74,,1,33383,65741,SEMI,SOUTH,,GISADMIN,2005/03/17 17:13:20+00,WSDOT,2008/12/15 00:00:00+00,1,, ,STATE,,N,N,LED,,,,6,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N, , , , ,,, ,,N,"4, 2, 2","3S12RYG, 3S12RYGARW, 4SRYGGARW",N,N,, , ,,,,,,,,, ,,0,0,0,N,,, ,,,,,,,,,,,0
