OBJECTID,COMPKEY,UNITID,UNITDESC,MODDTTM,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,COMPTYPE,DESCRIPTION,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDBY,ADDDTTM,OWNERSHIP,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,OVERRIDECOMMENT,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,SYSCONTROLTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,SIGASSSERVICEPT,JOINTOWNERSHIPYN,VH_QUANTITY,VH_MODELTYPE,LOUVEREDVISORYN,OPTPGMEDHDSYN,CABLASTPMDT,DETMODULETYPECD,CCIMODELTYPECD,ETHERNETSFTWRREVLVL,CCISFTWRREVLVL,MMUSERIALNBR,CO_SOFTWRREV,CO_INSTALLDT,CO_REMOVALDT,CO_SERIALNBR,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,VOLTS,AMPS,GROUNDRESISTANCE,MULTIINTERSECTIONSYN,ADDTLINTDESC,LASTSIGNALOPTDT,LAMPINGGROUPCD,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,PEDPSHINSTALLDT,NUM_ATTACHMENTS
80419,272948,SGL-904,CORWIN PL S AND S DEARBORN ST                                                                                                                                                                                                                                  ,2023/09/22 00:00:00+00,POOR,2008/05/13 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,30448,44313,SEMI,SOUTH,,GISADMIN,2005/03/17 17:12:00+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,NEON,NAV-EN2,6,,6,,Y,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,2,COPPER,TIME-BASE,NSM-6,,, ,Poplar/Dearborn on SWC SCL Wood Pole (1 Block E of Corwin),N,"2, 4, 1","3S8RYG, 3S12RYG, 3S12RYGARW",N,N,2023/06/01 00:00:00+00,STANDAL, ,,,010406432,"3.32SEG, 2.32, 3.57b","04-JUN-03, 28-AUG-96, 14-DEC-21","14-DEC-21, 04-JUN-03","38445, 33024, 167101","M34,  , M60",EAGLE,2023/06/01 00:00:00+00,121,3,0,N,,,A1,,,,,,,,,,,0
80420,272949,SGL-213,1ST AVE N AND REPUBLICAN ST                                                                                                                                                                                                                                    ,2023/05/17 00:00:00+00,FAIR,2008/07/21 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,28920,35708,PRE,CENTRAL,,GISADMIN,2005/03/17 17:12:01+00,SDOT,2009/01/21 00:00:00+00,1,, ,CITY,,N,N,LEDCD,,,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,Y,6TS2,FIBER,TACTIS,MMU-16LEip,,, ,100' W of SWC on SCL Wood Pole,Y,6,3S8RYG,N,N,2023/05/11 00:00:00+00,RACK, ,,,090907422,"3.32SEG, 1.63, 3.33SEd, 3.40, 3.57b, 3.57b Linux","16-SEP-03, 03-FEB-88, 05-MAR-12, 03-OCT-12, 10-OCT-16, 14-OCT-21","05-MAR-12, 16-SEP-03, 03-OCT-12, 10-OCT-16, 14-OCT-21","67367, 1343, 129928, 111796, 153289, 166731","M34,  , M52, M52, M60, M60",EDI,2023/05/11 00:00:00+00,123,3,84,N,,,A5,,,,,,,,,,,0
80421,272950,SGL-464,E MADISON ST AND E PINE ST                                                                                                                                                                                                                                     ,2023/02/17 00:00:00+00,POOR,2008/04/22 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,30160,41651,SEMI,CENTRAL,,GISADMIN,2005/03/17 17:12:01+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,NEON,STD,2,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,NSM-6L,,, ,100' East of Cabinet on Wood Pole #1305392 in Y-W Box,Y,6,3S8RYG,N,N,2022/02/03 00:00:00+00,STANDAL, ,,,303-188,"3.32SEg, 2.33, 3.57B","09-JUL-03, 24-JUL-97, 17-FEB-23","17-FEB-23, 09-JUL-03","43919, 38440, 127815","M34,  , M52",EAGLE,2022/02/03 00:00:00+00,122,3,1,N,,,A2,,,,,,,,,,,0
80422,272951,SGL-462,12TH AVE AND E MADISON ST                                                                                                                                                                                                                                      ,2023/09/25 00:00:00+00,FAIR,2508/03/01 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29761,40138,PRE,CENTRAL,,GISADMIN,2005/03/17 17:12:01+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,,,2012/01/24 00:00:00+00,10,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS1,COPPER,TACTIS,MMU-12,,, ,12th/Union 70' West of NWC in Type III H/H,Y,"6, 2","3S8RYG, 3S12RYG",N,N,2022/02/02 00:00:00+00,STANDAL, ,,,080102354,"3.32SEG, 2.18, 3.57b OS-9","23-AUG-03, 19-AUG-97","06-NOV-22, 23-AUG-03","44809, 38443, 132572","M34,  , M52",EDI,2022/02/02 00:00:00+00,121,2,0,N,,,A2,,,,,,,,,,,0
80423,272952,SGL-237,15TH AVE NW AND NW 75TH ST                                                                                                                                                                                                                                     ,2023/04/26 00:00:00+00,FAIR,2008/05/20 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,23895,2301,SEMI,NORTH,,GISADMIN,2005/03/17 17:12:01+00,SDOT,2011/03/11 00:00:00+00,1,, ,CITY,,N,N,LEDCD,Reese,8,2011/03/08 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,Y,N,6TS2,FIBER,TACTIS,MMU2-16LEi,,, ,SEC SCL Wood Pole #1366043,N,"4, 4","3S8RYG, 3S12RYG",N,N,2023/04/21 00:00:00+00,RACK, ,30,,E1693342,"3.33SED, SP2, 3.40","10-SEP-09, 04-FEB-03, 26-SEP-12",10-SEP-09,"111657, 70749, 111789","M52, LC8000, M52",EDI,2023/04/21 00:00:00+00,121,3,129,N,,,A1,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\15thNW and NW75th_Sensys As-Built.pdf,,,,,,,,,,1
80424,272953,SGL-280,PHINNEY AVE N AND N 65TH ST                                                                                                                                                                                                                                    ,2023/09/20 00:00:00+00,POOR,2008/03/26 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,24363,4752,SEMI,NORTH,,GISADMIN,2005/03/17 17:12:01+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LED,Reese,4,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS1,FIBER,TACTIS,MMU-16LEip,EMER,, ,SWC Wood Pole #1382734 next to cabinet,N,"6, 2","3S8RYG, 4SRYGGARW",N,N,2023/04/25 00:00:00+00,RACK, ,30,,090304653,"3.32SEG, sp2, 3.33SEd","09-FEB-06, 09-FEB-06, 09-SEP-09","09-SEP-09, 04-APR-03","84639, 73043, 103938","M52, LC8000, M52",EDI,2023/04/25 00:00:00+00,123,3,72,N,,,A2,,,,,,,,,,,0
80425,272954,SGL-222,ELLIOTT AVE W AND W MERCER ST                                                                                                                                                                                                                                  ,2023/05/17 00:00:00+00,POOR,2008/07/22 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,28640,34309,SEMI,CENTRAL,,GISADMIN,2005/03/17 17:12:01+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,Y,NEON,Reese,2,,4,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,6TS2,FIBER,TACTIS,MMU-16LEip,,, ,NWC SCL WOOD POLE (100' N OF CABINET),Y,4,3S12RYG,N,N,2023/05/09 00:00:00+00,RACK, ,30,,120904817,"3.33SED, SP2, 3.32SEh, 3.57b","28-OCT-08, 04-SEP-91, 25-MAR-03, 08-DEC-07, 12-OCT-19","12-OCT-19, 25-MAR-03, 08-DEC-07, 28-OCT-08","111057, 81571, 650127, 67483, 165428","M52, LC8000, LC8000, M34, M60",EDI,2023/05/09 00:00:00+00,123,2,1,N,,,A1,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf9(4).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf9(5).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf9(6).pdf,,,,,,,,3
80426,272955,SGL-312,GREEN LAKE DR N AND N 80TH ST                                                                                                                                                                                                                                  ,2023/09/21 00:00:00+00,POOR,2008/08/12 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,24229,4115,SEMI,NORTH,,GISADMIN,2005/03/17 17:12:01+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,"NEON, LED",Reese,4,,"7, 1",,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LT216E,,, ,NEC SCL Wood Pole #1361913,Y,8,3S12RYG,N,N,2023/02/13 00:00:00+00,STANDAL, ,,,9750,"3.30SEC, 3.57b","10-JUN-99, 22-DEC-16",22-DEC-16,"49355, 103946","M34, M52",EAGLE,2023/02/13 00:00:00+00,122,2,40,N,,,A5,,,,,,,,,,,0
80427,272956,SGL-683,2ND AVE AND BELL ST                                                                                                                                                                                                                                            ,2022/01/31 00:00:00+00,GOOD,2017/12/21 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29702,39557,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:12:01+00,SDOT,2017/12/21 00:00:00+00,1,, ,CITY,,N,N,LEDCD,Polara EN2,2,2017/12/21 00:00:00+00,8,2017/12/21 00:00:00+00,Y,,N,Y,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,FIBER,TACTIS,MMU2-16LEi,"721, 764",, ,Service Box 150' West of NWC,N,"4, 2, 2","3S12RYG, 3SBike 8"", 3S4RYG",N,N,2022/01/28 00:00:00+00,RACK, ,,,110500128,"3.32SEH, 1.63, 3.3, 3.57b, 3.57b Linux","03-JUN-07, 25-JAN-95, 14-NOV-01, 21-DEC-17, 27-SEP-20","21-DEC-17, 14-NOV-01, 03-JUN-07, 27-SEP-20","49382, 1642, 67925, 154308, 125808","M34,  , M34, M60, M60",EDI,2022/01/28 00:00:00+00,125,2,0,N,,,P1,,,,,,,,,,,0
80428,272957,SGL-472,9TH AVE AND SENECA ST                                                                                                                                                                                                                                          ,2022/05/25 00:00:00+00,GOOD,2014/02/14 00:00:00+00,INSVC,DISTRICT3,DISTRICT7,N,74,,1,29917,40714,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:12:02+00,SDOT,2014/02/14 00:00:00+00,2,, ,CITY,,N,N,LEDCD,,,2014/02/14 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,NSM-6L,,, ,NEC Service box,Y,8,3S12RYG,N,N,2022/04/12 00:00:00+00, , ,,,11-123,"3.32SEG, 2.13","13-JUN-02, 12-OCT-91",13-JUN-02,"67151, 2629G","M34,  ",EAGLE,2022/04/12 00:00:00+00,120,2,3,N,,,P6,,,,,,,,,,,0
80429,272958,SGL-896,RAINIER AVE S AND S HUDSON ST                                                                                                                                                                                                                                  ,2023/09/21 00:00:00+00,POOR,2008/08/07 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,33579,66522,SEMI,SOUTH,1996/08/22 00:00:00+00,GISADMIN,2005/03/17 17:12:02+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,NEON,Reese,4,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,FIBER,TACTIS,LSM6,EMER,, ,SWC in Type III H/H (About 25' N of Cabinet),N,9,3S12RYG,N,N,2022/08/23 00:00:00+00,STANDAL, ,30,,91524,"3.32SEG, 8K, Mist R2I, 3.57b Linux","28-AUG-09, 04-DEC-95, 22-AUG-96, 17-SEP-22","17-SEP-22, 22-AUG-96, 28-AUG-09","104137, 31109473H, 21049356H, 156722","M52, LMD8000, LMD8000, M60",TCT,2022/08/23 00:00:00+00,121,3,1,N,,,A1,,,,,,,,,,,0
80430,272959,SGL-3,ALASKAN WR WAY S BETWEEN S WASHINGTON ST AND S MAIN ST                                                                                                                                                                                                         ,2021/05/03 00:00:00+00,POOR,2008/09/05 00:00:00+00,TEMPOUTSVC,DISTRICT7, ,N,74,,705566,1, ,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:12:02+00,SDOT,2008/12/15 00:00:00+00,,, , ,,N,Y,"NEON, LED",STD,4,,"7, 1",,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, , ,NSM-6,,, ,S/DWN TRANS.UNDER VIADUCT E/SIDE.FUSED IN BOX,N,4,3S8RYG,N,N,2010/08/11 00:00:00+00, , ,,,9603-181,3.32SEG,,,67994,M34,EDI,2000/08/11 00:00:00+00,129,2,10,N,,,P8,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL3-WORKORDERS-PRE1990.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL3-WORKORDER-20070724.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL3-WORKORDER-20060703.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL3-WORKORDER-20030130.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL3-WORKORDER-20030107.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL3-WORKORDER-20020911.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL3-WORKORDER-20011106.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL3-WORKORDER-20011017.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL3-WORKORDER-20010405.pdf,,23
80431,272960,SGL-94,4TH AVE AND PINE ST                                                                                                                                                                                                                                            ,2022/05/10 00:00:00+00,POOR,2008/09/12 00:00:00+00,INSVC,DISTRICT7, ,N,74,,12216,29579,39304,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:12:02+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,Y,NEON,,,,8,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,LSM6,,, ,4th/Pike SWC basement under cabinet,N,2,3S12RYG,N,N,2022/04/15 00:00:00+00, , ,,,72841,"3.32SEG, 1.63","16-SEP-02, 02-APR-99",16-SEP-02,"67168, 1373","M34,  ",TCT,2022/04/15 00:00:00+00,125,2,0,N,,,P3,,,,,,,,,,,0
80432,272961,SGL-216,MERCER ST AND QUEEN ANNE AVE N                                                                                                                                                                                                                                 ,2023/05/18 00:00:00+00,FAIR,2008/05/23 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,28632,34301,PRE,CENTRAL,,GISADMIN,2005/03/17 17:12:02+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,NAV-EN2,8,,8,,N,,N,N,N,N,N,N,N,N,,,,,Y,N,Y,6TS2,FIBER,TACTIS,MMU2-16LEi,,,SDOT,25' East of NEC in Type III H/H (Next to cabinet),N,"2, 6","4SRYYGARW, 3S12RYG",N,N,2023/05/08 00:00:00+00,RACK, ,30,,160107039,"3.32SEG, 1.63, 3.33SEd, 3.4, 3.57b Linux, 3.57b Linux","17-SEP-02, 15-JUL-93, 24-MAY-12, 22-JUN-14, 24-JUN-17, 20-OCT-21","24-MAY-12, 17-SEP-02, 18-OCT-12, 09-SEP-16, 20-OCT-21","67606, 1359, 129173, 117837, 150543, 150356","M34,  , M52, M52, M60, M60",EDI,2023/05/08 00:00:00+00,123,4,122,N,,,S7,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\Sensys Design QA_MERCER.pdf,,,,,,,,,,1
80433,272962,SGL-911,18TH AVE AND E YESLER WAY                                                                                                                                                                                                                                      ,2023/09/22 00:00:00+00,POOR,2008/03/28 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,30728,45512,SEMI,CENTRAL,1997/06/19 00:00:00+00,GISADMIN,2005/03/17 17:12:02+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,NEON,Reese,4,,8,,N,,N,N,N,N,N,N,N,N,,,,,Y,N,N,2TS2-Typ1,COPPER,TACTIS,MMU2-16LEi,,, ,NEC City Lgt Vault next to cabinet,Y,8,3S8RYG,N,N,2023/02/15 00:00:00+00,RACK, ,,,170605605,"3.32SEG, 3.32SEg, 3.57b, 3.57b Linux, 3.57b Linux","11-JUN-02, 19-JUN-97, 24-DEC-19, 18-SEP-21, 26-JAN-22","24-DEC-19, 18-SEP-21, 26-JAN-22","67936, 51613, 163643, 172763, 163612","M34, M34, M60, M60, M60",EDI,2023/02/15 00:00:00+00,121,3,14,N,,,P2,,,,,,,,,,1999/09/11 00:00:00+00,0
80434,272963,SGL-932,25TH AVE NE AND NE 125TH ST                                                                                                                                                                                                                                    ,2023/03/31 00:00:00+00,POOR,2008/07/25 00:00:00+00,INSVC,DISTRICT5, ,N,74,,1,36606,227108,SEMI,NORTH,1998/08/20 00:00:00+00,GISADMIN,2005/03/17 17:12:02+00,SDOT,2008/12/15 00:00:00+00,1,, ,HALFPED,,N,Y,NEON,Reese,2,,4,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LT216E,,, ,SWC Steel Pole #1357610 O/H next to cabinet,N,4,3S12RYG,N,N,2023/01/24 00:00:00+00,STANDAL, ,,,10416,"SP2, 7.4.20, CLMATS 7.4.20","20-AUG-98, 06-OCT-10, 17-DEC-10","06-OCT-10, 17-DEC-10","70766, 19069506, 17069505","LC8000, LMD8000, LMD9200",TCT,2023/01/24 00:00:00+00,122,1,430,N,,,A6,,,,,,,,,,1998/08/20 00:00:00+00,0
80435,272964,SGL-443,SAND POINT WAY NE AND NE 74TH ST                                                                                                                                                                                                                               ,2023/06/05 00:00:00+00,POOR,2008/07/11 00:00:00+00,INSVC,DISTRICT4, ,N,74,,1,24994,8701,SEMI,NORTH,,GISADMIN,2005/03/17 17:12:02+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,NAV-iN2,6,2022/01/18 00:00:00+00,6,,N,,N,Y,Y,N,Y,Y,Y,N,2022/01/18 00:00:00+00,,2022/01/18 00:00:00+00,,N,N,N,2TS2-Typ1, ,TIME-BASE,MMU2-16LEi,EMER,, ,NWC CL Wood Pole #1340363,Y,"5, 1, 1","3S12RYG, 4SRYGBI, 3S12RYGARW",N,N,2023/01/12 00:00:00+00,RACK, ,,,E1991421,"3.32SEH, 3.57b OS-9, 3.57b OS-9, 3.57b Linux, 3.57b Linux","29-MAR-04, 22-AUG-19, 04-SEP-20, 18-JAN-22","22-AUG-19, 04-SEP-20, 18-JAN-22, 18-JAN-22","49368, 104153, 111662, 171645, 170217","M34, M52, M52, M60, M60",EDI,2023/01/12 00:00:00+00,122,2,0,N,,2022/01/18 00:00:00+00,A4,,,,,,,,,,2022/01/18 00:00:00+00,0
80436,272965,SGL-184,4TH E AVE AND DENNY WAY                                                                                                                                                                                                                                        ,2022/05/19 00:00:00+00,FAIR,2008/09/08 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29656,39509,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:12:03+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,,,,6,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,LSM6,,, ,NEC City Lgt Vault in sidewalk,N,7,3S12RYG,Y,N,2022/04/21 00:00:00+00, , ,,,60943,"3.32SEG, 2.10, 3.57b Linux","06-NOV-03, 07-APR-22",07-APR-22,"67161, 1560, 158795","M34,  , M60",TCT,2022/04/21 00:00:00+00,126,2,335,N,,,S8,,,,,,,,,,,0
80437,272966,SGL-16,3RD AVE AND YESLER WAY                                                                                                                                                                                                                                         ,2023/10/12 00:00:00+00,POOR,2008/09/03 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,30487,44516,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:12:03+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,"LED, OPT",,,,"8, 2",,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,3TS1,COPPER,TACTIS,NSM-12,EMER,, ,SEC SCL Vault (10' S of Cabinet),Y,"7, 1, 2, 1, 1","3S8RYG, 3S12RYG, 3S12RYGARW, OPT3M, OTH",N,N,2021/04/12 00:00:00+00,RACK, ,,,030323110,"3.32SEH, 1.63, 2.13, 3.32 SEh, 3.57b OS-9, 3.57b","03-AUG-05, 15-MAR-88, 22-APR-91, 24-MAY-16, 16-JUL-22, 26-SEP-23","24-MAY-16, 22-APR-91, 24-OCT-03, 16-JUL-22, 26-SEP-23","67810, 1545, 1352, 44610, 131892, 114270","M34,  ,  , M34, M52, M60",EDI,2023/03/25 00:00:00+00,124,3,54,N,,, ,,,,,,,,,,,0
80438,272967,SGL-536,BEACON WR AVE S AND S MYRTLE ST                                                                                                                                                                                                                                ,2023/09/20 00:00:00+00,POOR,2008/05/12 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,34344,72302,PRE,SOUTH,,GISADMIN,2005/03/17 17:12:03+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LED,,,,12,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-Type1, ,TIME-BASE,MMU2-16LEi,,, ,SWC City Lgt Wood Pole #1319967 (No O/H Fuses Visable),N,"8, 4","3S8RYG, OPT3M",N,N,2022/08/18 00:00:00+00,RACK, ,,,E1710652,"NONE, CLMATS7.4.20, 3.57b Linux","07-SEP-01, 05-AUG-10, 12-DEC-19","05-AUG-10, 12-DEC-19","61315, 31109473, 162798","LC8000, LMD9200, M60",EDI,2022/08/18 00:00:00+00,119,2,25,N,,,A3,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-WORKORDER-20070919.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-WORKORDER-20070821.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-POLICEMEMO-19860401.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-PLAN-19890925.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-PLAN-19860408.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-PLAN-19791208.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-INVESTIGATION-19860923.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-DC-19860812.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-DC-19810924.pdf,,10
80439,272967,SGL-536,BEACON WR AVE S AND S MYRTLE ST                                                                                                                                                                                                                                ,2023/09/20 00:00:00+00,POOR,2008/05/12 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,34344,72302,PRE,SOUTH,,GISADMIN,2005/03/17 17:12:03+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LED,,,,12,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-Type1, ,TIME-BASE,MMU2-16LEi,,, ,SWC City Lgt Wood Pole #1319967 (No O/H Fuses Visable),N,"8, 4","3S8RYG, OPT3M",N,N,2022/08/18 00:00:00+00,RACK, ,,,E1710652,"NONE, CLMATS7.4.20, 3.57b Linux","07-SEP-01, 05-AUG-10, 12-DEC-19","05-AUG-10, 12-DEC-19","61315, 31109473, 162798","LC8000, LMD9200, M60",EDI,2022/08/18 00:00:00+00,119,2,25,N,,,A3,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-WORKORDER-20070919.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-WORKORDER-20070821.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-POLICEMEMO-19860401.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-PLAN-19890925.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-PLAN-19860408.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-PLAN-19791208.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-INVESTIGATION-19860923.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-DC-19860812.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL536-DC-19810924.pdf,,10
80440,272968,SGL-426,LAKE WASHINGTON BLVD E AND E MADISON ST                                                                                                                                                                                                                        ,2022/05/27 00:00:00+00,POOR,2008/04/18 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29238,37157,SEMI,CENTRAL,,GISADMIN,2005/03/17 17:12:03+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,"LEDCD,  ","STD, NAV-EN2","9, 8",,"8, 0",,N,,N,N,N,N,N,N,N,N,,,,,Y,N,N,3TS1,COPPER,TACTIS,NSM-12,,,SDOT,NWC City Lgt Wood Pole #1307937,Y,"9, 1, 2","3S12RYG, 4SRYYGARW, 3S12RYGA",N,N,2022/05/06 00:00:00+00,RACK, ,7.45/117,,050600955,"3.32SEG, 2.34, 3.57b Linux","04-SEP-03, 10-SEP-96, 22-SEP-18","22-SEP-18, 04-SEP-03","67358, 36373, 150564","M34,  , M60",TCT,2022/05/06 00:00:00+00,123,4,29,N,,2018/09/22 00:00:00+00,A2,,,,,,,,,,2018/09/22 00:00:00+00,0
