SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
27370,SOUTHSHORE DR,DOUBLOON CT,CLAMBAKE BAY CT,223,2,23.7,31.7,2021/03/16 07:00:00+00,Collector,2021,2770
27930,EL CAMINO DR,FORDHAM DR,OXFORD DR,269,2,90.5,92.6,2021/03/16 07:00:00+00,Local,2021,2771
28380,LIBRA DR,JUNIPER ST,WILLOW DR,271,2,25.2,31.7,2021/03/17 07:00:00+00,Local,2021,2772
30520,OXFORD DR,HEATHER DR,LOS FELIZ DR,623,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2773
27380,SOUTHSHORE DR,CLAMBAKE BAY CT,HURRICANE CT,223,2,23.8,32,2021/03/16 07:00:00+00,Collector,2021,2774
27940,EL CAMINO DR,OXFORD DR,HARVARD DR,797,2,90.5,92.6,2021/03/16 07:00:00+00,Local,2021,2775
27390,SOUTHSHORE DR,HURRICANE CT,BOUNTY CT,222,2,23,30.9,2021/03/16 07:00:00+00,Collector,2021,2776
30530,OXFORD DR,LOS FELIZ DR,HOLBROOK LN,683,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2777
28390,LIBRA DR,WILLOW DR,MCCLINTOCK DR,629,2,22.8,29,2021/03/17 07:00:00+00,Local,2021,2778
27950,COLGATE DR,COLLEGE AV,BRADLEY DR,792,2,88.5,90.7,2021/03/16 07:00:00+00,Local,2021,2779
27400,SOUTHSHORE DR,BOUNTY CT,LAKESHORE DR,166,2,24.9,33.2,2021/03/16 07:00:00+00,Collector,2021,2780
30540,OXFORD DR,HOLBROOK LN,HAZELTON LN,303,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2781
28400,LIBRA DR,MCCLINTOCK DR,TAYLOR DR,754,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2782
27960,BRADLEY DR,COLGATE DR,HARVARD DR,236,2,83.1,86.4,2021/03/16 07:00:00+00,Local,2021,2783
27410,SOUTHSHORE DR,LAKESHORE DR,JOLLY ROGER RD,162,2,20.5,27.9,2021/03/16 07:00:00+00,Collector,2021,2784
28410,LIBRA DR,TAYLOR DR,LOS FELIZ DR,297,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2785
27970,HARVARD DR,BRADLEY DR,DUKE DR,509,2,88.3,90.7,2021/03/16 07:00:00+00,Local,2021,2786
27420,SOUTHSHORE DR,JOLLY ROGER RD,SAILORS REEF RD,248,2,24.6,32.9,2021/03/16 07:00:00+00,Collector,2021,2787
28420,LOS FELIZ DR,LIBRA DR,GEMINI DR,264,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2788
27980,HARVARD DR,DUKE DR,COLLEGE AV,360,2,88.8,91,2021/03/16 07:00:00+00,Local,2021,2789
27430,SOUTHSHORE DR,SAILORS REEF RD,ROCKY POINT RD,260,2,22,29.8,2021/03/16 07:00:00+00,Collector,2021,2790
28430,LOS FELIZ DR,GEMINI DR,JULIE DR,271,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2791
27990,HARVARD DR,COLLEGE AV,EL CAMINO DR,318,2,90.7,92.8,2021/03/16 07:00:00+00,Local,2021,2792
27440,SOUTHSHORE DR,ROCKY POINT RD,OUTRIGGER RD,246,2,24.3,32.6,2021/03/16 07:00:00+00,Collector,2021,2793
28440,LOS FELIZ DR,JULIE DR,LA DONNA DR,296,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2794
27450,SOUTHSHORE DR,OUTRIGGER RD,CROWSNEST RD,256,2,20.8,28.2,2021/03/16 07:00:00+00,Collector,2021,2795
28450,LOS FELIZ DR,LA DONNA DR,WATSON DR,351,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2796
28460,LOS FELIZ DR,WATSON DR,MAGDALENA DR,292,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2797
28470,LOS FELIZ DR,MAGDALENA DR,SESAME ST,293,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2798
28480,LOS FELIZ DR,SESAME ST,YALE DR,350,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2799
28490,LOS FELIZ DR,YALE DR,CORNELL DR,296,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2800
33540,MARGO DR,MALIBU DR,SOUTHERN AV,327,2,31.1,31.1,2023/02/17 07:00:00+00,Local,2023,2801
33550,CUTLER DR,LA JOLLA DR,MALIBU DR,853,2,45.2,45.2,2023/02/17 07:00:00+00,Local,2023,2802
33560,MALIBU DR,MARGO DR,CUTLER DR,263,2,29.5,29.5,2023/02/17 07:00:00+00,Local,2023,2803
33570,MALIBU DR,CUTLER DR,SHAFER DR,255,2,29.2,29.2,2023/02/17 07:00:00+00,Local,2023,2804
33580,MALIBU DR,SHAFER DR,SHAFER DR,219,2,33.2,33.2,2023/02/17 07:00:00+00,Local,2023,2805
33590,SHAFER DR,SOUTHERN AV,MALIBU DR,307,2,29.7,29.7,2023/02/17 07:00:00+00,Local,2023,2806
33600,SHAFER DR,MALIBU DR,LAGUNA DR,299,2,31.3,31.3,2023/02/17 07:00:00+00,Local,2023,2807
33610,SHAFER DR,LAGUNA DR,PEBBLE BEACH DR,286,2,35.5,35.5,2023/02/17 07:00:00+00,Local,2023,2808
33620,PEBBLE BEACH DR,SHAFER DR,WESTFALL AV,728,2,37.3,37.3,2023/02/17 07:00:00+00,Local,2023,2809
33630,LAGUNA DR,SHAFER DR,END,266,2,23.6,23.6,2023/02/17 07:00:00+00,Local,2023,2810
33640,WESTFALL AV,LA JOLLA DR,PEBBLE BEACH DR,268,2,34.5,34.5,2023/02/17 07:00:00+00,Local,2023,2811
33650,WESTFALL AV,PEBBLE BEACH DR,LAGUNA DR,263,2,35.3,35.3,2023/02/17 07:00:00+00,Local,2023,2812
33660,WESTFALL AV,LAGUNA DR,MALIBU DR,437,2,33.7,33.7,2023/02/17 07:00:00+00,Local,2023,2813
33670,WESTFALL AV,MALIBU DR,SOUTHERN AV,187,2,33.7,33.7,2023/02/17 07:00:00+00,Local,2023,2814
32540,MANHATTON DR,MARGO DR,CUTLER DR,321,2,41.3,41.3,2023/02/17 07:00:00+00,Local,2023,2815
33680,LAGUNA DR,WESTFALL AV,ROBERTS RD,260,2,35.9,35.9,2023/02/17 07:00:00+00,Local,2023,2816
33690,ROBERTS RD,LAGUNA DR,MALIBU DR,411,2,37.7,37.7,2023/02/17 07:00:00+00,Local,2023,2817
33700,MALIBU DR,ROBERTS RD,WESTFALL AV,130,2,33.3,33.3,2023/02/17 07:00:00+00,Local,2023,2818
33710,MALIBU DR,WESTFALL AV,WESTFALL AV,131,2,25.7,25.7,2023/02/17 07:00:00+00,Local,2023,2819
33720,LA JOLLA DR,END,WESTFALL AV,327,2,30.4,30.4,2023/02/17 07:00:00+00,Local,2023,2820
32550,MANHATTON DR,CUTLER DR,SHAFER DR,332,2,35.9,35.9,2023/02/17 07:00:00+00,Local,2023,2821
31550,FAIR LN,MINTON DR,FREMONT DR,257,2,60.8,67.7,2021/03/15 07:00:00+00,Local,2021,2822
30550,OXFORD DR,HAZELTON LN,KENWOOD LN,593,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2823
32070,WENDLER DR,RIVIERA DR,HERMOSA DR,438,2,63,69.7,2021/03/15 07:00:00+00,Local,2021,2824
33730,LA JOLLA DR,WESTFALL AV,HARDY DR,838,2,35.8,35.8,2023/02/17 07:00:00+00,Local,2023,2825
31560,FAIR LN,FREMONT DR,CARTER DR,289,2,61.2,67.9,2021/03/15 07:00:00+00,Local,2021,2826
32080,WENDLER DR,HERMOSA DR,END,141,2,93.2,96.1,2019/10/31 07:00:00+00,Local,2019,2827
30560,OXFORD DR,KENWOOD LN,DEL SUR DR,149,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2828
32560,MANHATTON DR,SHAFER DR,BECK AV,207,2,30.3,30.3,2023/02/17 07:00:00+00,Local,2023,2829
31570,FAIR LN,CARTER DR,VINEYARD RD,801,2,65.9,72.2,2021/03/15 07:00:00+00,Local,2021,2830
32090,ARIZONA MILLS S,BASELINE RD,S ARIZONA MILLS CR,350,2,63.5,71.2,2021/03/15 07:00:00+00,Local - Industrial,2021,2831
32570,MANHATTON DR,BECK AV,HARDY DR,1392,2,36.3,36.3,2023/02/17 07:00:00+00,Local,2023,2832
30570,OXFORD DR,DEL SUR DR,AUBURN DR,342,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2833
31580,FAIR LN,VINEYARD RD,RIVIERA DR,209,2,60.2,67.1,2021/03/15 07:00:00+00,Local,2021,2834
5181,MILL AV,PEBBLE BEACH DR,HERMOSA DR,930,2,64.8,72.7,2021/03/15 07:00:00+00,Local - Industrial,2021,2835
32580,MANHATTON DR,HARDY DR,JUDD ST,628,2,43.6,43.6,2023/02/17 07:00:00+00,Local,2023,2836
30580,OXFORD DR,AUBURN DR,CORNELL DR,292,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2837
31590,RIVIERA DR,FAIR LN,POTTER DR,1111,2,79.9,83.8,2021/03/15 07:00:00+00,Local,2021,2838
32100,S ARIZONA MILLS CR,ARIZONA MILLS S,DARROW DR,1397,2,47.2,54.8,2021/03/15 07:00:00+00,Local,2021,2839
32590,MANHATTON DR,JUDD ST,LA JOLLA DR,984,2,35,35,2023/02/17 07:00:00+00,Local,2023,2840
30590,OXFORD DR,CORNELL DR,COUNTRY CLUB WY,359,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2841
31600,RIVIERA DR,POTTER DR,HOHOKAM DR,265,2,74.6,79.9,2021/03/15 07:00:00+00,Local,2021,2842
32110,S ARIZONA MILLS CR,DARROW DR,ARIZONA MILLS E,1345,2,52.4,59.9,2021/03/15 07:00:00+00,Local,2021,2843
32600,ROOSEVELT ST,LA JOLLA DR,PEBBLE BEACH DR,310,2,31.6,31.6,2023/02/17 07:00:00+00,Local,2023,2844
30600,OXFORD DR,COUNTRY CLUB WY,CORNELL DR,571,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2845
31610,RIVIERA DR,HOHOKAM DR,RIVIERA DR,406,2,67.3,73.5,2021/03/15 07:00:00+00,Local,2021,2846
32120,S ARIZONA MILLS CR,ARIZONA MILLS E,ARIZONA MILLS N,759,2,38.2,45.7,2021/03/15 07:00:00+00,Local,2021,2847
32610,ROOSEVELT ST,PEBBLE BEACH DR,MALIBU DR,306,2,38.4,38.4,2023/02/17 07:00:00+00,Local,2023,2848
30610,OXFORD DR,CORNELL DR,RIVER DR,233,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2849
31620,RIVIERA DR,RIVIERA DR,WENDLER DR,667,2,67,73.4,2021/03/15 07:00:00+00,Local,2021,2850
34050,MINTON DR,LA ROSA DR,RURAL RD,741,2,77.7,78.6,2022/05/30 07:00:00+00,Local,2022,2851
33040,SANTA CRUZ DR,HARDY DR,MCKEMY ST,454,2,53.6,53.6,2023/02/17 07:00:00+00,Local,2023,2852
31050,KENWOOD LN,COLGATE DR,HARVARD DR,287,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2853
32130,S ARIZONA MILLS CR,ARIZONA MILLS N,ARIZONA MILLS S,4282,2,47.7,55.3,2021/03/15 07:00:00+00,Local,2021,2854
32140,DARROW DR,PRIEST DR,S ARIZONA MILLS CR,284,2,53.7,60.4,2021/03/15 07:00:00+00,Local,2021,2855
5191,MILL AV,SOUTHERN AV,PEBBLE BEACH DR,807,2,49.3,56.2,2021/03/15 07:00:00+00,Local,2021,2856
32150,DARROW DR,PRIEST DR,BASELINE RD,915,4,81.3,85,2021/03/15 07:00:00+00,Collector,2021,2857
5201,MILL AV,GENEVA DR,SOUTHERN AV,1003,2,37.4,56.5,2018/02/09 07:00:00+00,Local,2018,2858
5211,MILL AV,FAIRMONT DR,GENEVA DR,279,2,35.7,54,2018/02/09 07:00:00+00,Local,2018,2859
32170,ARIZONA MILLS N,S ARIZONA MILLS CR,PRIEST DR,529,2,50.8,58.1,2021/03/15 07:00:00+00,Local,2021,2860
32180,LA JOLLA DR,END,CLEMINTINE DR,206,2,50.7,50.7,2023/02/17 07:00:00+00,Local,2023,2861
32190,LA JOLLA DR,CLEMINTINE DR,PRIEST DR,618,2,38.7,38.7,2023/02/17 07:00:00+00,Local,2023,2862
32200,CLEMINTINE DR,LA JOLLA DR,VILLAGE WY,703,2,44.2,44.2,2023/02/17 07:00:00+00,Local,2023,2863
32210,CLEMINTINE DR,VILLAGE WY,SOUTHERN AV,337,2,39.6,39.6,2023/02/17 07:00:00+00,Local,2023,2864
32220,CLEMENTINE CT,SOUTHERN AV,END,212,2,24.2,24.2,2023/02/17 07:00:00+00,Local,2023,2865
32230,VILLAGE WY,END,CLEMINTINE DR,1006,2,46.3,46.3,2023/02/17 07:00:00+00,Local,2023,2866
32240,TERRY LN,BASELINE RD,DONNER DR,172,2,17.2,22.1,2021/03/15 07:00:00+00,Local,2021,2867
32250,TERRY LN,DONNER DR,DUNBAR DR,263,2,24.6,31,2021/03/15 07:00:00+00,Local,2021,2868
32260,TERRY LN,DUNBAR DR,ELLIS DR,261,2,20,25.5,2021/03/15 07:00:00+00,Local,2021,2869
32270,TERRY LN,ELLIS DR,PARKSIDE DR,471,2,28.7,35.5,2021/03/15 07:00:00+00,Local,2021,2870
32280,MINTON DR,PARKSIDE DR,HARDY DR,507,2,27.7,34.4,2021/03/15 07:00:00+00,Local,2021,2871
32290,DONNER DR,TERRY LN,BECK AV,322,2,25.9,32.4,2021/03/15 07:00:00+00,Local,2021,2872
32300,BECK AV,DONNER DR,DUNBAR DR,244,2,21,26.8,2021/03/15 07:00:00+00,Local,2021,2873
32310,DUNBAR DR,BECK AV,TERRY LN,305,2,24.8,31.3,2021/03/15 07:00:00+00,Local,2021,2874
32320,ELLIS DR,END,BECK AV,132,2,22.8,28.9,2021/03/15 07:00:00+00,Local,2021,2875
32330,ELLIS DR,BECK AV,TERRY LN,381,2,32.5,39.8,2021/03/15 07:00:00+00,Local,2021,2876
32340,BECK AV,ELLIS DR,FREMONT DR,486,2,40.8,48.5,2021/03/15 07:00:00+00,Local,2021,2877
32350,BECK AV,FREMONT DR,END,127,2,18.6,24,2021/03/15 07:00:00+00,Local,2021,2878
32360,FREMONT DR,BECK AV,ROBERTS RD,267,2,24.9,31.4,2021/03/15 07:00:00+00,Local,2021,2879
32370,FREMONT DR,ROBERTS RD,PARKSIDE DR,394,2,18.4,23.7,2021/03/15 07:00:00+00,Local,2021,2880
32380,FREMONT DR,PARKSIDE DR,END,486,2,28.8,35.7,2021/03/15 07:00:00+00,Local,2021,2881
32390,ROBERTS RD,END,FREMONT DR,253,2,22.2,28.2,2021/03/15 07:00:00+00,Local,2021,2882
32400,PARKSIDE DR,TERRY LN,FREMONT DR,271,2,24.7,31,2021/03/15 07:00:00+00,Local,2021,2883
32410,PARKSIDE DR,FREMONT DR,CARTER DR,300,2,25.2,31.7,2021/03/15 07:00:00+00,Local,2021,2884
32420,PARKSIDE DR,CARTER DR,GREENWAY DR,414,2,26.2,32.8,2021/03/15 07:00:00+00,Local,2021,2885
32430,CARTER DR,PARKSIDE DR,END,496,2,26.6,33.2,2021/03/15 07:00:00+00,Local,2021,2886
32440,ROBERTS RD,GREENWAY DR,CARSON DR,256,2,31.3,38.4,2021/03/15 07:00:00+00,Local,2021,2887
32450,CARSON DR,ROBERTS RD,BECK AV,307,2,24.7,31.1,2021/03/15 07:00:00+00,Local,2021,2888
32460,BECK AV,CARSON DR,GREENWAY DR,388,2,29.7,36.7,2021/03/15 07:00:00+00,Local,2021,2889
32470,GREENWAY DR,BECK AV,ROBERTS RD,398,2,35.3,42.8,2021/03/15 07:00:00+00,Local,2021,2890
32480,GREENWAY DR,ROBERTS RD,PARKSIDE DR,278,2,24.3,30.6,2021/03/15 07:00:00+00,Local,2021,2891
32490,GREENWAY DR,PARKSIDE DR,HARDY DR,540,2,28.2,35,2021/03/15 07:00:00+00,Local,2021,2892
32500,RIVIERA CR,END,HARDY DR,193,2,33.3,33.3,2023/02/17 07:00:00+00,Local,2023,2893
32510,RIVIERA CR,HARDY DR,END,176,2,29.1,29.1,2023/02/17 07:00:00+00,Local,2023,2894
32520,MARGO DR,END,MANHATTON DR,206,2,33.8,33.8,2023/02/17 07:00:00+00,Local,2023,2895
32530,MANHATTON DR,PRIEST DR,MARGO DR,294,2,30.8,30.8,2023/02/17 07:00:00+00,Local,2023,2896
33740,LA JOLLA DR,HARDY DR,JUDD ST,595,2,34.2,34.2,2023/02/17 07:00:00+00,Local,2023,2897
31060,KENWOOD LN,HARVARD DR,DUKE DR,295,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2898
34060,VENTURA DR,ELLIS DR,MINTON DR,304,2,77.6,78.8,2022/05/30 07:00:00+00,Local,2022,2899
32620,ROOSEVELT ST,MALIBU DR,SOUTHERN AV,341,2,24.7,24.7,2023/02/17 07:00:00+00,Local,2023,2900
30620,OXFORD DR,RIVER DR,SIESTA LN,810,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2901
31630,CALLE LOS CERROS,BASELINE RD,DUNBAR DR,778,1,68.8,74.6,2021/03/15 07:00:00+00,Local,2021,2902
33750,JUDD ST,LA JOLLA DR,MANHATTON DR,264,2,30,30,2023/02/17 07:00:00+00,Local,2023,2903
31070,KENWOOD LN,DUKE DR,RICE DR,294,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2904
33050,SANTA CRUZ DR,MCKEMY ST,JUDD ST,288,2,27.9,27.9,2023/02/17 07:00:00+00,Local,2023,2905
34070,GRANDVIEW AV,MINTON DR,FREMONT DR,332,2,77.5,78.7,2022/05/30 07:00:00+00,Local,2022,2906
32630,ROOSEVELT ST,SOUTHERN AV,GENEVA DR,757,3,86.5,86.5,2023/02/17 07:00:00+00,Collector,2023,2907
30630,OXFORD DR,SIESTA LN,PRICE RD,192,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2908
31631,CALLE LOS CERROS,DUNBAR DR,BASELINE RD,807,1,62.3,66.5,2019/10/31 07:00:00+00,Local,2019,2909
31640,CALLE LOS CERROS,DUNBAR DR,FREMONT DR,789,2,63.7,70.4,2021/03/15 07:00:00+00,Local,2021,2910
31650,CALLE LOS CERROS,FREMONT DR,VINEYARD RD,756,2,59.9,66.7,2021/03/15 07:00:00+00,Local,2021,2911
31660,CALLE LOS CERROS,VINEYARD RD,DESIREE LN,153,2,54.3,60.6,2021/03/15 07:00:00+00,Local,2021,2912
31670,CALLE LOS CERROS,DESIREE LN,DESIREE LN,115,2,71,76.7,2021/03/15 07:00:00+00,Local,2021,2913
31680,RIVIERA DR,DESIREE LN,GARDEN DR,104,2,65.9,72.3,2021/03/15 07:00:00+00,Local,2021,2914
31690,RIVIERA DR,GARDEN DR,RIVIERA DR,157,2,66.1,72.5,2021/03/15 07:00:00+00,Local,2021,2915
31700,CARTER DR,FAIR LN,POTTER DR,782,2,72.3,77.8,2021/03/15 07:00:00+00,Local,2021,2916
31710,POTTER DR,CARTER DR,FREMONT DR,252,2,71.5,77.1,2021/03/15 07:00:00+00,Local,2021,2917
31720,POTTER DR CDS,POTTER DR,END,52,2,57.2,63.6,2021/03/15 07:00:00+00,Local,2021,2918
31730,FREMONT DR,FAIR LN,POTTER DR,843,2,67.4,73.7,2021/03/15 07:00:00+00,Local,2021,2919
31740,FREMONT DR,POTTER DR,CALLE LOS CERROS,295,2,65.1,71.6,2021/03/15 07:00:00+00,Local,2021,2920
31750,FREMONT DR,CALLE LOS CERROS,HANNA DR,828,2,66.6,72.7,2021/03/15 07:00:00+00,Local,2021,2921
31760,FREMONT DR,HANNA DR,FLIER DR,247,2,65.5,72.1,2021/03/15 07:00:00+00,Local,2021,2922
31770,FLIER DR,FREMONT DR,VINEYARD RD,385,2,64,70.6,2021/03/15 07:00:00+00,Local,2021,2923
31780,HANNA DR,FREMONT DR,VINEYARD RD,413,2,65,71.6,2021/03/15 07:00:00+00,Local,2021,2924
31790,VINEYARD RD,48TH ST,FAIR LN,286,2,65.2,71.3,2021/03/15 07:00:00+00,Local,2021,2925
31800,VINEYARD RD,FAIR LN,FAIR LN,82,2,80.1,83.2,2021/03/15 07:00:00+00,Local,2021,2926
31810,VINEYARD RD,FAIR LN,PARK DR,179,2,68.7,74.4,2021/03/15 07:00:00+00,Local,2021,2927
31820,VINEYARD RD,PARK DR,GREENWAY RD,711,2,74.4,79.4,2021/03/15 07:00:00+00,Local,2021,2928
31830,VINEYARD RD,GREENWAY RD,POTTER DR,128,2,86.2,88.8,2021/03/15 07:00:00+00,Local,2021,2929
31840,VINEYARD RD,POTTER DR,DESIREE LN,100,2,73,78.4,2021/03/15 07:00:00+00,Local,2021,2930
31850,VINEYARD RD,DESIREE LN,CALLE LOS CERROS,304,2,79.2,82.8,2021/03/15 07:00:00+00,Local,2021,2931
31860,VINEYARD RD,CALLE LOS CERROS,HANNA DR,590,2,66,72.6,2021/03/15 07:00:00+00,Local,2021,2932
31870,VINEYARD RD,HANNA DR,FLIER DR,266,2,43.5,51.2,2021/03/15 07:00:00+00,Local,2021,2933
31880,VINEYARD RD,FLIER DR,WENDLER DR,240,2,58.9,66,2021/03/15 07:00:00+00,Local,2021,2934
31890,PARK DR,VINEYARD RD,GREENWAY RD,267,2,61,67.7,2021/03/15 07:00:00+00,Local,2021,2935
31900,GREENWAY RD,PARK DR,VINEYARD RD,771,2,65.4,71.8,2021/03/15 07:00:00+00,Local,2021,2936
31940,DESIREE LN,CALLE LOS CERROS,GARDEN DR,271,2,61.4,68.1,2021/03/15 07:00:00+00,Local,2021,2937
31950,DESIREE LN,GARDEN DR,WENDLER DR,649,2,66.5,73,2021/03/15 07:00:00+00,Local,2021,2938
31960,GARDEN DR,DESIREE LN,WENDLER DR,661,2,70.9,76.6,2021/03/15 07:00:00+00,Local,2021,2939
31970,POTTER DR,RIVIERA DR,END,172,2,64.9,71.5,2021/03/15 07:00:00+00,Local,2021,2940
31980,HOHOKAM DR,RIVIERA DR,HANNA DR,545,2,66.2,72.5,2021/03/15 07:00:00+00,Local,2021,2941
31990,HERMOSA DR,HANNA DR,FLIER DR,299,2,67.4,73.7,2021/03/15 07:00:00+00,Local,2021,2942
32000,HERMOSA DR,FLIER DR,WENDLER DR,287,2,70.8,76.5,2021/03/15 07:00:00+00,Local,2021,2943
32010,HANNA DR,END,HERMOSA DR,218,2,51.2,58.5,2021/03/15 07:00:00+00,Local,2021,2944
32020,FLIER DR,END,HERMOSA DR,194,2,62.4,69.1,2021/03/15 07:00:00+00,Local,2021,2945
32030,WENDLER DR,BASELINE RD,VINEYARD RD,1823,3,72.1,77.7,2021/03/15 07:00:00+00,Local,2021,2946
32040,WENDLER DR,VINEYARD RD,DESIREE LN,260,2,71.4,77,2021/03/15 07:00:00+00,Local,2021,2947
32050,WENDLER DR,DESIREE LN,GARDEN DR,83,2,93.2,96.1,2019/10/31 07:00:00+00,Local,2019,2948
32060,WENDLER DR,GARDEN DR,RIVIERA DR,293,2,60.8,67.2,2021/03/15 07:00:00+00,Local,2021,2949
31080,KENWOOD LN,RICE DR,BASELINE RD,201,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2950
32640,ROOSEVELT ST,GENEVA DR,FAIRMONT DR,572,3,90,90,2023/02/17 07:00:00+00,Collector,2023,2951
30640,RIVER DR,OXFORD DR,STANFORD DR,237,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2952
34080,GRANDVIEW AV,FREMONT DR,CARTER DR,345,2,86.3,87.1,2022/05/30 07:00:00+00,Local,2022,2953
31090,RICE DR,KENWOOD LN,END,318,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2954
33760,LAGUNA DR,PARKSIDE DR,HARDY DR,607,2,32.1,32.1,2023/02/17 07:00:00+00,Local,2023,2955
33060,SANTA CRUZ DR,JUDD ST,MITCHELL DR,228,2,32.7,32.7,2023/02/17 07:00:00+00,Local,2023,2956
32650,ROOSEVELT ST,FAIRMONT DR,ALAMEDA DR,1331,3,93.5,93.5,2023/02/17 07:00:00+00,Collector,2023,2957
30650,RIVER DR,STANFORD DR,RADCLIFF DR,388,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2958
34090,GRANDVIEW AV,CARTER DR,FOREST DR,765,2,76.5,77.5,2022/05/30 07:00:00+00,Local,2022,2959
31100,DUKE DR,KENWOOD LN,END,303,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2960
33770,LAGUNA DR,HARDY DR,JUDD ST,472,2,30.8,30.8,2023/02/17 07:00:00+00,Local,2023,2961
33070,SANTA CRUZ DR,MITCHELL DR,MITCHELL DR,141,2,27.6,27.6,2023/02/17 07:00:00+00,Local,2023,2962
32660,ROOSEVELT ST,ALAMEDA DR,24TH ST,995,3,59.6,59.6,2023/02/17 07:00:00+00,Collector,2023,2963
32670,ROOSEVELT ST,24TH ST,22ND ST,646,3,38,38,2023/02/17 07:00:00+00,Collector,2023,2964
32680,ROOSEVELT ST,22ND ST,21ST ST,345,3,24.6,24.6,2023/02/17 07:00:00+00,Collector,2023,2965
32690,ROOSEVELT ST,21ST ST,BROADWAY RD,663,3,57.5,57.5,2023/02/17 07:00:00+00,Collector,2023,2966
32700,ROOSEVELT ST,BROADWAY RD,19TH ST,496,3,80.6,80.6,2023/02/17 07:00:00+00,Collector,2023,2967
32710,ROOSEVELT ST,19TH ST,18TH ST,275,3,80.7,80.7,2023/02/17 07:00:00+00,Collector,2023,2968
32720,ROOSEVELT ST,18TH ST,17TH PL,270,3,80.4,80.4,2023/02/17 07:00:00+00,Collector,2023,2969
32730,ROOSEVELT ST,17TH PL,17TH PL,109,3,83.3,83.3,2023/02/17 07:00:00+00,Collector,2023,2970
32740,ROOSEVELT ST,17TH PL,17TH ST,175,3,87.2,87.2,2023/02/17 07:00:00+00,Collector,2023,2971
32750,ROOSEVELT ST,17TH ST,16TH ST,265,3,69.2,69.2,2023/02/17 07:00:00+00,Collector,2023,2972
32760,ROOSEVELT ST,16TH ST,15TH ST,265,3,79.5,79.5,2023/02/17 07:00:00+00,Collector,2023,2973
32770,ROOSEVELT ST,15TH ST,PARKWAY BL,260,3,76.6,76.6,2023/02/17 07:00:00+00,Collector,2023,2974
32780,ROOSEVELT ST,PARKWAY BL,14TH ST,137,3,82.3,82.3,2023/02/17 07:00:00+00,Collector,2023,2975
32790,ROOSEVELT ST,14TH ST,14TH ST,123,3,78.2,78.2,2023/02/17 07:00:00+00,Collector,2023,2976
32800,ROOSEVELT ST,14TH ST,13TH ST,275,3,84.1,84.1,2023/02/17 07:00:00+00,Collector,2023,2977
32810,ROOSEVELT ST,13TH ST,12TH ST,526,2,37.9,37.9,2023/02/23 07:00:00+00,Local,2023,2978
32820,ROOSEVELT ST,12TH ST,HOWE ST,285,2,39.3,39.3,2023/02/23 07:00:00+00,Local,2023,2979
32830,ROOSEVELT ST,HOWE ST,11TH ST,344,2,40.7,40.7,2023/02/23 07:00:00+00,Local,2023,2980
32840,ROOSEVELT ST,11TH ST,10TH PL,184,2,36.5,36.5,2023/02/23 07:00:00+00,Local,2023,2981
32850,ROOSEVELT ST,10TH PL,10TH ST,410,2,33.2,33.2,2023/02/23 07:00:00+00,Local,2023,2982
32860,ROOSEVELT ST,10TH ST,9TH ST,449,2,33.2,33.2,2023/02/23 07:00:00+00,Local,2023,2983
32870,ROOSEVELT ST,9TH ST,UNIVERSITY DR,460,2,32.9,32.9,2023/02/23 07:00:00+00,Local,2023,2984
32880,ROOSEVELT ST,UNIVERSITY DR,7TH ST,491,2,30.5,30.5,2023/02/23 07:00:00+00,Local,2023,2985
