SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
29350,WINDJAMMER WY,MARINE DR,EASTSHORE DR,836,2,39.9,47.6,2021/03/17 07:00:00+00,Local,2021,2552
29360,MARINE DR,NORTHSHORE DR,WINDJAMMER WY,323,2,27.5,34.2,2021/03/17 07:00:00+00,Local,2021,2553
29370,MARINE DR,NORTHSHORE DR,BASELINE RD,495,2,21.3,27.2,2021/03/17 07:00:00+00,Local,2021,2554
29380,ELM ST,BASELINE RD,DONNER DR,162,2,51.3,58.6,2021/03/17 07:00:00+00,Local,2021,2555
29390,ELM ST,DONNER DR,LOGAN DR,214,2,66.7,73,2021/03/17 07:00:00+00,Local,2021,2556
29400,ELM ST,LOGAN DR,DUNBAR DR,240,2,66.9,73.2,2021/03/17 07:00:00+00,Local,2021,2557
29410,ELM ST,DUNBAR DR,MINTON DR,430,2,67,73.2,2021/03/17 07:00:00+00,Local,2021,2558
29420,BAYVIEW DR,NORTHSHORE DR [W],NORTHSHORE DR [E],1134,2,37.9,45.5,2021/03/17 07:00:00+00,Local,2021,2559
29430,NORTHSHORE DR,LAKESHORE DR,BAYVIEW DR,773,2,25,31.5,2021/03/17 07:00:00+00,Local,2021,2560
29440,NORTHSHORE DR,BAYVIEW DR,BAYVIEW DR,920,2,24,30.3,2021/03/17 07:00:00+00,Local,2021,2561
29450,NORTHSHORE DR,BAYVIEW DR,MARINE DR,244,2,22.1,28.1,2021/03/17 07:00:00+00,Local,2021,2562
29460,NORTHSHORE DR,MARINE DR,MARINE DR,164,2,30.8,37.8,2021/03/17 07:00:00+00,Local,2021,2563
29470,NORTHSHORE DR,MARINE DR,EASTSHORE DR,754,2,53.5,60.7,2021/03/17 07:00:00+00,Local,2021,2564
29480,WAVERLY WY,END,SANDPIPER DR,366,2,31.2,38.2,2021/03/17 07:00:00+00,Local,2021,2565
29490,LIGHTHOUSE LN,SANDPIPER DR,SANDPIPER DR,817,2,24.7,31.1,2021/03/17 07:00:00+00,Local,2021,2566
29500,SANDPIPER DR,LIGHTHOUSE LN,WAVERLY WY,1012,2,27.4,34.1,2021/03/17 07:00:00+00,Local,2021,2567
29510,SANDPIPER DR,WAVERLY WY,LIGHTHOUSE LN,330,2,21.1,26.9,2021/03/17 07:00:00+00,Local,2021,2568
29520,SANDPIPER DR,LIGHTHOUSE LN,LAKESHORE DR,782,2,26.2,32.8,2021/03/17 07:00:00+00,Local,2021,2569
29530,STEAMBOAT BEND DR,LAKESHORE DR,WHALERS WY,398,2,32,39.1,2021/03/17 07:00:00+00,Local,2021,2570
29540,STEAMBOAT BEND DR,WHALERS WY,END,807,2,40.7,48.2,2021/03/17 07:00:00+00,Local,2021,2571
29550,WHALERS WY,STEAMBOAT BEND DR,COMMODORE PL,317,2,28.7,35.6,2021/03/17 07:00:00+00,Local,2021,2572
28070,RITA LN,END,LIBRA DR,487,2,25.8,32.3,2021/03/16 07:00:00+00,Local,2021,2573
30190,SIESTA LN,WATSON DR,GEMINI DR,278,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2574
26590,COLLEGE AV,BASELINE RD,DUNBAR DR,506,2,73.9,75.3,2022/05/30 07:00:00+00,Local,2022,2575
27040,WATSON DR,ALDER DR,ALDER DR,177,2,21.8,27.7,2021/03/16 07:00:00+00,Local,2021,2576
27570,DEL SUR DR,OXFORD DR,OXFORD DR,1122,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2577
26600,COLLEGE AV,DUNBAR DR,ELLIS DR,283,2,81.2,82.5,2022/05/30 07:00:00+00,Local,2022,2578
27050,WATSON DR,ALDER DR,MCCLINTOCK DR,190,2,32.5,39.7,2021/03/16 07:00:00+00,Local,2021,2579
30200,SIESTA LN,GEMINI DR,LA DONNA DR,275,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2580
28690,DORSEY LN,END,JULIE DR,132,2,21.7,27.7,2021/03/19 07:00:00+00,Local,2021,2581
28080,RITA LN,LIBRA DR,GEMINI DR,327,2,23.2,29.4,2021/03/16 07:00:00+00,Local,2021,2582
27060,WATSON DR,MCCLINTOCK DR,KACHINA DR,554,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2583
27580,DEL SUR DR,OXFORD DR,END,260,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2584
30210,SIESTA LN,LA DONNA DR,APOLLO AV,273,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2585
26610,COLLEGE AV,ELLIS DR,MINTON DR,303,2,79.8,81.1,2022/05/30 07:00:00+00,Local,2022,2586
27070,WATSON DR,KACHINA DR,LOS FELIZ DR,677,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2587
27590,RICE DR,END,MILL AV,287,2,92.5,94.4,2021/03/16 07:00:00+00,Local,2021,2588
30220,SIESTA LN,APOLLO AV,SESAME ST,288,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2589
28090,GEMINI DR,RITA LN,END,223,2,24.4,30.7,2021/03/16 07:00:00+00,Local,2021,2590
28700,DORSEY LN,JULIE DR,WATSON DR,470,2,40.7,48.4,2021/03/19 07:00:00+00,Local,2021,2591
26620,COLLEGE AV,MINTON DR,FREMONT DR,321,2,74.7,76,2022/05/30 07:00:00+00,Local,2022,2592
27080,WATSON DR,LOS FELIZ DR,LA DONNA DR,524,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2593
27600,RICE DR,MILL AV,END,241,2,95.6,96.6,2021/03/16 07:00:00+00,Local,2021,2594
30230,LIBRA DR,CLARK DR,RIVER DR,1251,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2595
28100,GEMINI DR,WESTCHESTER DR,RITA LN,887,2,27.4,34,2021/03/16 07:00:00+00,Local,2021,2596
28710,JULIE DR,DORSEY LN,JUNIPER ST,1221,2,33.9,41.2,2021/03/19 07:00:00+00,Local,2021,2597
26630,COLLEGE AV,FREMONT DR,CARTER DR,312,2,82.1,83.3,2022/05/30 07:00:00+00,Local,2022,2598
27090,WATSON DR,LA DONNA DR,JULIE DR,284,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2599
27610,DUKE DR,END,MILL AV,314,2,94.3,95.7,2021/03/16 07:00:00+00,Local,2021,2600
30240,ORION ST,CLARK DR,ROCKFORD DR,621,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2601
28110,RITA LN,WESTCHESTER DR,JULIE DR,288,2,26.8,33.4,2021/03/17 07:00:00+00,Local,2021,2602
28720,JULIE DR,JUNIPER ST,BUTTE DR,595,2,29.9,36.9,2021/03/19 07:00:00+00,Local,2021,2603
26640,COLLEGE AV,CARTER DR,CARSON CR,329,2,75.2,76.8,2022/05/30 07:00:00+00,Local,2022,2604
27100,WATSON DR,JULIE DR,GEMINI DR,294,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2605
27620,DUKE DR,MILL AV,DUKE DR,546,2,91.1,93,2021/03/16 07:00:00+00,Local,2021,2606
30250,ORION ST,ROCKFORD DR,RIVER DR,637,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2607
28120,RITA LN,JULIE DR,WATSON DR,303,2,19.9,25.5,2021/03/17 07:00:00+00,Local,2021,2608
28730,JULIE DR,BUTTE DR,MCCLINTOCK DR,545,2,44.9,52.5,2021/03/19 07:00:00+00,Local,2021,2609
26650,CARSON CR,END,COLLEGE AV,317,2,67.1,68,2022/05/30 07:00:00+00,Local,2022,2610
26660,ORION ST,COLLEGE AV,EL CAMINO DR,278,2,83,85.9,2021/03/16 07:00:00+00,Local,2021,2611
26670,ORION ST,EL CAMINO DR,LA ROSA DR,516,2,90.2,92.4,2021/03/16 07:00:00+00,Local,2021,2612
26680,PEGASUS DR,EL CAMINO DR,LA ROSA DR,514,2,90.5,92.6,2021/03/16 07:00:00+00,Local,2021,2613
26690,EL CAMINO DR,PEGASUS DR,ORION ST,264,2,88.6,91,2021/03/16 07:00:00+00,Local,2021,2614
26700,LIBRA DR,EL CAMINO DR,LA ROSA DR,512,2,89.1,91.5,2021/03/16 07:00:00+00,Local,2021,2615
26710,EL CAMINO DR,LIBRA DR,GEMINI DR,258,2,86.2,88.9,2021/03/16 07:00:00+00,Local,2021,2616
26720,GEMINI DR,EL CAMINO DR,LA ROSA DR,506,2,88.8,91.2,2021/03/16 07:00:00+00,Local,2021,2617
26730,WESTCHESTER AV,COLLEGE AV,LA ROSA DR,799,2,92.2,94.1,2021/03/16 07:00:00+00,Local,2021,2618
26740,WESTCHESTER AV,LA ROSA DR,PALM DR,446,2,88.4,90.8,2021/03/16 07:00:00+00,Local,2021,2619
26750,WESTCHESTER AV,PALM DR,RURAL RD,219,2,89.4,91.7,2021/03/16 07:00:00+00,Local,2021,2620
26760,WESTCHESTER DR,RURAL RD,GEMINI DR,413,2,22.9,29.1,2021/03/16 07:00:00+00,Local,2021,2621
26770,WESTCHESTER DR,GEMINI DR,RITA LN,398,2,27.3,34,2021/03/16 07:00:00+00,Local,2021,2622
26780,WESTCHESTER DR,RITA LN,STANLEY PL,955,2,26,32.5,2021/03/16 07:00:00+00,Local,2021,2623
26790,WESTCHESTER DR,STANLEY PL,KENNETH PL,570,2,27.6,34.3,2021/03/16 07:00:00+00,Local,2021,2624
26800,WESTCHESTER DR,KENNETH PL,LAKESHORE DR,322,2,22.6,28.7,2021/03/16 07:00:00+00,Local,2021,2625
26810,PALM DR,WESTCHESTER AV,JULIE DR,284,2,84.5,87.3,2021/03/16 07:00:00+00,Local,2021,2626
26820,PALM DR,JULIE DR,LA DONNA DR,285,2,85.4,88,2021/03/16 07:00:00+00,Local,2021,2627
26830,PALM DR,LA DONNA DR,WATSON DR,293,2,91.5,93.5,2021/03/16 07:00:00+00,Local,2021,2628
26840,PALM DR,WATSON DR,SESAME ST,300,2,84.7,87.6,2021/03/16 07:00:00+00,Local,2021,2629
26850,SESAME ST,END,SESAME ST,289,2,99.7,100,2021/03/16 07:00:00+00,Local,2021,2630
26860,SESAME ST,FOREST AV,SESAME ST,267,2,86.6,89.2,2021/03/16 07:00:00+00,Local,2021,2631
26870,SESAME ST,SESAME ST,COLLEGE AV,416,2,89.1,91.5,2021/03/16 07:00:00+00,Local,2021,2632
26880,SESAME ST,COLLEGE AV,PALM DR,860,2,91.3,93.3,2021/03/16 07:00:00+00,Local,2021,2633
26890,WATSON DR,COLLEGE AV,PALM DR,951,2,91.1,93,2021/03/16 07:00:00+00,Local,2021,2634
26900,WATSON DR,PALM DR,RURAL RD,211,2,71,76.6,2021/03/16 07:00:00+00,Local,2021,2635
26910,WATSON DR,RURAL RD,JEN TILLY LN,229,2,20,25.6,2021/03/16 07:00:00+00,Local,2021,2636
26920,WATSON DR,JEN TILLY LN,BONARDEN LN,325,2,23,29.1,2021/03/16 07:00:00+00,Local,2021,2637
26930,WATSON DR,BONARDEN LN,RITA LN,287,2,22.3,28.4,2021/03/16 07:00:00+00,Local,2021,2638
26940,WATSON DR,RITA LN,NEWBERRY RD,667,2,24.2,30.6,2021/03/16 07:00:00+00,Local,2021,2639
26950,WATSON DR,NEWBERRY RD,STANLEY PL,344,2,20.3,25.9,2021/03/16 07:00:00+00,Local,2021,2640
27110,WATSON DR,GEMINI DR,LIBRA DR,296,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2641
30260,PEGASUS DR,END,RIVER DR,388,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2642
27630,DUKE DR,DUKE DR,HARVARD DR,536,2,88,90.3,2021/03/16 07:00:00+00,Local,2021,2643
28740,JULIE DR,MCCLINTOCK DR,HEATHER DR,191,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2644
28130,JULIE DR,RITA LN,END,385,2,31.9,39.1,2021/03/17 07:00:00+00,Local,2021,2645
27120,WATSON DR,LIBRA DR,COUNTRY CLUB WY,187,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2646
30270,SHANNON DR,GUADALUPE RD,NORTH END,508,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2647
27640,DUKE DR,DUKE DR,END,230,2,97.5,98.1,2021/03/16 07:00:00+00,Local,2021,2648
28750,JULIE DR,HEATHER DR,LOS FELIZ DR,897,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2649
28140,JEN TILLY LN,END,WATSON DR,388,2,18.5,23.8,2021/03/17 07:00:00+00,Local,2021,2650
27130,WATSON DR,COUNTRY CLUB WY,CLARK DR,124,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2651
30280,COUNTRY CLUB WY,WATSON DR,APOLLO AV,594,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2652
27650,OXFORD DR,MILL AV,BRADLEY DR,286,2,87.7,90,2021/03/16 07:00:00+00,Local,2021,2653
28760,JULIE DR,LOS FELIZ DR,WATSON DR,922,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2654
28150,BONARDEN LN,END,WATSON DR,400,2,35.2,42.6,2021/03/17 07:00:00+00,Local,2021,2655
27140,WATSON DR,CLARK DR,CLARK DR,158,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2656
30290,COUNTRY CLUB WY,APOLLO AV,SESAME ST,172,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2657
27660,OXFORD DR,BRADLEY DR,COLLEGE AV,792,2,93,94.6,2021/03/16 07:00:00+00,Local,2021,2658
28770,BUTTE DR,JULIE DR,LA DONNA LN,296,2,34,41.3,2021/03/19 07:00:00+00,Local,2021,2659
28160,BONARDEN LN,WATSON DR,MAGDALENA DR,282,2,20.8,26.6,2021/03/17 07:00:00+00,Local,2021,2660
27150,WATSON DR,CLARK DR,COUNTRY CLUB WY,748,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2661
30300,COUNTRY CLUB WY,SESAME ST,SESAME ST,145,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2662
27670,OXFORD DR,COLLEGE AV,EL CAMINO DR,313,2,90.6,92.5,2021/03/16 07:00:00+00,Local,2021,2663
28780,WILLOW DR,WATSON DR,LA DONNA LN,311,2,55.8,62.7,2021/03/19 07:00:00+00,Local,2021,2664
27160,WATSON DR,COUNTRY CLUB WY,LA DONNA DR,286,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2665
28170,BONARDEN LN,MAGDALENA DR,END,283,2,25.9,32.4,2021/03/17 07:00:00+00,Local,2021,2666
27680,OXFORD DR,EL CAMINO DR,LA ROSA DR,298,2,93.3,95,2021/03/16 07:00:00+00,Local,2021,2667
30310,COUNTRY CLUB WY,SESAME ST,YALE DR,354,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2668
28790,LA DONNA LN,WILLOW DR,BUTTE DR,276,2,57.1,64.2,2021/03/19 07:00:00+00,Local,2021,2669
30320,COUNTRY CLUB WY,YALE DR,CORNELL DR,273,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2670
27170,WATSON DR,LA DONNA DR,GEMINI DR,281,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2671
27690,OXFORD DR,LA ROSA DR,PALM DR,879,2,93.2,94.9,2021/03/16 07:00:00+00,Local,2021,2672
28180,MAGDALENA DR,BONARDEN LN,RITA LN,333,2,30.2,37.3,2021/03/17 07:00:00+00,Local,2021,2673
28800,LA DONNA LN,BUTTE DR,ALDER DR,348,2,59.9,66.8,2021/03/19 07:00:00+00,Local,2021,2674
30330,COUNTRY CLUB WY,CORNELL DR,OXFORD DR,277,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2675
27180,WATSON DR,GEMINI DR,RIVER DR,287,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2676
27700,OXFORD DR,PALM DR,RURAL RD,215,2,89.6,92,2021/03/16 07:00:00+00,Local,2021,2677
28190,MAGDALENA DR,RITA LN,TERRACE RD,369,2,34.4,41.8,2021/03/17 07:00:00+00,Local,2021,2678
28810,ALDER DR,LA DONNA LN,WATSON DR,285,2,35.9,43.4,2021/03/19 07:00:00+00,Local,2021,2679
30340,COUNTRY CLUB WY,OXFORD DR,STANFORD DR,282,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2680
27190,WATSON DR,RIVER DR,SIESTA LN,834,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2681
27710,BRADLEY DR,OXFORD DR,FORDHAM DR,278,2,84.6,87.4,2021/03/16 07:00:00+00,Local,2021,2682
28200,MAGDALENA DR,TERRACE RD,NEWBERRY RD,266,2,35,42.4,2021/03/17 07:00:00+00,Local,2021,2683
28820,ALDER DR,WATSON DR,ALDER DR,300,2,62.2,62.2,2023/03/31 07:00:00+00,Local,2023,2684
30350,COUNTRY CLUB WY,STANFORD DR,RADCLIFF DR,232,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2685
27200,WATSON DR,SIESTA LN,PRICE RD,197,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2686
27720,FORDHAM DR,BRADLEY DR,FORDHAM DR,385,2,88.9,91.3,2021/03/16 07:00:00+00,Local,2021,2687
28210,MAGDALENA DR,NEWBERRY RD,STANLEY PL,317,2,25.6,32.1,2021/03/17 07:00:00+00,Local,2021,2688
28830,ALDER DR,ALDER DR,ALDER DR,562,2,46.7,46.7,2023/03/31 07:00:00+00,Local,2023,2689
30360,COUNTRY CLUB WY,RADCLIFF DR,COLGATE DR,278,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2690
27210,WATSON DR CDS,END,WATSON DR,136,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2691
27730,FORDHAM DR,FORDHAM DR,COLLEGE AV,354,2,90.2,92.2,2021/03/16 07:00:00+00,Local,2021,2692
28220,MAGDALENA DR,STANLEY PL,SESAME ST,311,2,20.2,25.8,2021/03/17 07:00:00+00,Local,2021,2693
28840,POPLAR ST,END,WATSON DR,295,2,27.8,34.5,2021/03/19 07:00:00+00,Local,2021,2694
30370,COUNTRY CLUB WY,COLGATE DR,COLGATE DR,134,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2695
27220,LA DONNA DR,COLLEGE AV,PALM DR,1064,2,87.6,90.3,2021/03/16 07:00:00+00,Local,2021,2696
27740,FORDHAM DR,FORDHAM DR,END,165,2,97.5,98.1,2021/03/16 07:00:00+00,Local,2021,2697
28230,MAGDALENA DR,SESAME ST,LAKESHORE DR,472,2,22,28,2021/03/17 07:00:00+00,Local,2021,2698
28850,WATSON DR,END,WATSON DR,201,2,24.3,30.6,2021/03/19 07:00:00+00,Local,2021,2699
30380,COUNTRY CLUB WY,COLGATE DR,HARVARD DR,259,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2700
27230,JULIE DR,COLLEGE AV,PALM DR,1186,2,90,92.1,2021/03/16 07:00:00+00,Local,2021,2701
27750,AUBURN DR,TULANE DR,COLLEGE AV,793,2,89.3,91.5,2021/03/16 07:00:00+00,Local,2021,2702
28240,SESAME ST,MAGDALENA DR,LAKESHORE DR,721,2,27.5,34.2,2021/03/17 07:00:00+00,Local,2021,2703
28860,WATSON DR,END,WATSON DR,171,2,38.1,45.6,2021/03/19 07:00:00+00,Local,2021,2704
30390,COUNTRY CLUB WY,HARVARD DR,DUKE DR,296,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2705
27240,FOREST AV,COLLEGE AV,SESAME ST,919,2,90.7,92.7,2021/03/16 07:00:00+00,Local,2021,2706
27760,AUBURN DR,COLLEGE AV,EL CAMINO DR,320,2,88.1,90.4,2021/03/16 07:00:00+00,Local,2021,2707
28250,NEWBERRY RD,MAGDALENA DR,END,243,2,28,34.8,2021/03/17 07:00:00+00,Local,2021,2708
28870,WESTSHORE DR,SOUTHSHORE DR,DRIFTWOOD DR,174,2,22.8,29,2021/03/16 07:00:00+00,Local,2021,2709
30400,COUNTRY CLUB WY,DUKE DR,RICE DR,289,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2710
27250,FOREST AV,SESAME ST,CORNELL DR,319,2,86.8,89.2,2021/03/16 07:00:00+00,Local,2021,2711
27770,AUBURN DR,EL CAMINO DR,PALM DR,998,2,90.8,92.7,2021/03/16 07:00:00+00,Local,2021,2712
28260,TERRACE RD,MAGDALENA DR,END,250,2,29.7,36.7,2021/03/17 07:00:00+00,Local,2021,2713
28880,WESTSHORE DR,DRIFTWOOD DR,LOBSTER TRAP LN,251,2,22.3,28.3,2021/03/16 07:00:00+00,Local,2021,2714
30410,COUNTRY CLUB WY,RICE DR,BASELINE RD,207,2,96.1,96.1,2023/09/01 07:00:00+00,Collector,2023,2715
27260,CORNELL DR,FOREST AV,COLLEGE AV,361,2,98.1,98.6,2021/03/16 07:00:00+00,Collector,2021,2716
27780,LA ROSA DR,CORNELL DR,YALE DR,289,2,82.3,85.2,2021/03/16 07:00:00+00,Local,2021,2717
28270,RITA LN,MAGDALENA DR,END,347,2,31.2,38.3,2021/03/17 07:00:00+00,Local,2021,2718
30420,COUNTRY CLUB WY,BASELINE RD,DUNBAR DR,513,2,80.6,80.6,2023/05/15 07:00:00+00,Collector,2023,2719
28890,WESTSHORE DR,LOBSTER TRAP LN,LEEWARD LN,242,2,29,35.9,2021/03/16 07:00:00+00,Local,2021,2720
27270,CORNELL DR,COLLEGE AV,COLLEGE AV,281,2,86.7,90.1,2021/03/16 07:00:00+00,Collector,2021,2721
27790,YALE DR,LA ROSA DR,PALM DR,520,2,88.5,90.9,2021/03/16 07:00:00+00,Local,2021,2722
28280,NEWBERRY RD,END,WATSON DR,424,2,34,41.4,2021/03/17 07:00:00+00,Local,2021,2723
28900,WESTSHORE DR,LEEWARD LN,EVENINGSTAR LN,240,2,34.9,42.3,2021/03/16 07:00:00+00,Local,2021,2724
27280,CORNELL DR,COLLEGE AV,LA ROSA DR,427,2,88,91.1,2021/03/16 07:00:00+00,Collector,2021,2725
27800,PALM DR,YALE DR,CORNELL DR,234,2,85.2,87.9,2021/03/16 07:00:00+00,Local,2021,2726
30430,COUNTRY CLUB WY,DUNBAR DR,MINTON DR,651,2,87.9,87.9,2023/05/15 07:00:00+00,Collector,2023,2727
28290,JULIE DR,STANLEY PL,END,307,2,54.8,61.9,2021/03/17 07:00:00+00,Local,2021,2728
28910,WESTSHORE DR,EVENINGSTAR LN,MORNINGSTAR LN,245,2,30.1,37.2,2021/03/16 07:00:00+00,Local,2021,2729
27290,CORNELL DR,LA ROSA DR,PALM DR,545,2,90.1,92.4,2021/03/16 07:00:00+00,Collector,2021,2730
27810,PALM DR,CORNELL DR,AUBURN DR,307,2,89.7,91.9,2021/03/16 07:00:00+00,Local,2021,2731
30440,COUNTRY CLUB WY,MINTON DR,RICHARDS DR,308,2,82.2,82.2,2023/05/15 07:00:00+00,Collector,2023,2732
28300,STANLEY PL,WESTCHESTER DR,JULIE DR,294,2,28.2,35,2021/03/17 07:00:00+00,Local,2021,2733
28920,WESTSHORE DR,MORNINGSTAR LN,LAMPLIGHTER LN,250,2,20.3,25.8,2021/03/16 07:00:00+00,Local,2021,2734
27300,CORNELL DR,PALM DR,RURAL RD,199,2,83.5,87.5,2021/03/16 07:00:00+00,Collector,2021,2735
27820,PALM DR,AUBURN DR,TULANE DR,266,2,90,92.1,2021/03/16 07:00:00+00,Local,2021,2736
30450,COUNTRY CLUB WY,RICHARDS DR,FREMONT DR,292,2,81.8,81.8,2023/05/15 07:00:00+00,Collector,2023,2737
28310,STANLEY PL,JULIE DR,WATSON DR,362,2,26.7,33.3,2021/03/17 07:00:00+00,Local,2021,2738
28930,LAMPLIGHTER LN,RURAL RD,WESTSHORE DR,127,2,20.5,26.2,2021/03/16 07:00:00+00,Local,2021,2739
27310,SOUTHSHORE DR,RURAL RD,WESTSHORE DR,122,2,20.5,27.9,2021/03/16 07:00:00+00,Collector,2021,2740
27830,PALM DR,TULANE DR,FORDHAM DR,267,2,91.3,93.4,2021/03/16 07:00:00+00,Local,2021,2741
30460,COUNTRY CLUB WY,FREMONT DR,CARSON DR,310,2,82.9,82.9,2023/05/15 07:00:00+00,Collector,2023,2742
28320,STANLEY PL,WATSON DR,MAGDALENA DR,293,2,23.8,30.1,2021/03/17 07:00:00+00,Local,2021,2743
28940,LAMPLIGHTER LN,WESTSHORE DR,END,1007,2,29.3,36.2,2021/03/16 07:00:00+00,Local,2021,2744
27320,SOUTHSHORE DR,WESTSHORE DR,SPYGLASS RD,885,2,23.7,31.8,2021/03/16 07:00:00+00,Collector,2021,2745
27840,PALM DR,FORDHAM DR,OXFORD DR,271,2,88.5,90.9,2021/03/16 07:00:00+00,Local,2021,2746
30470,RICE DR,END,COUNTRY CLUB WY,149,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2747
28330,STANLEY PL,MAGDALENA DR,END,291,2,22.6,28.7,2021/03/17 07:00:00+00,Local,2021,2748
28950,EVENINGSTAR LN,WESTSHORE DR,COMPASS RD,991,2,37.9,45.5,2021/03/16 07:00:00+00,Local,2021,2749
27330,SOUTHSHORE DR,SPYGLASS RD,COMPASS RD,314,2,24.9,33.3,2021/03/16 07:00:00+00,Collector,2021,2750
27890,FORDHAM DR,EL CAMINO DR,PALM DR,1124,2,90.4,92.4,2021/03/16 07:00:00+00,Local,2021,2751
30480,RICE DR,COUNTRY CLUB WY,END,188,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2752
28340,KENNETH PL,WESTCHESTER DR,END,347,2,22.6,28.6,2021/03/17 07:00:00+00,Local,2021,2753
28960,COMPASS RD,EVENINGSTAR LN,MORNINGSTAR LN,231,2,20.3,26,2021/03/16 07:00:00+00,Local,2021,2754
27340,SOUTHSHORE DR,COMPASS RD,CAPTAIN KIDD CT,133,2,26.1,34.6,2021/03/16 07:00:00+00,Collector,2021,2755
27900,TULANE DR,EL CAMINO DR,PALM DR,1065,2,90,92,2021/03/16 07:00:00+00,Local,2021,2756
30490,DUKE DR,END,COUNTRY CLUB WY,164,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2757
28350,LIBRA DR,LAKESHORE DR,ELM ST,887,2,32.4,39.5,2021/03/19 07:00:00+00,Local,2021,2758
28970,MORNINGSTAR LN,WESTSHORE DR,COMPASS RD,935,2,28.8,35.7,2021/03/16 07:00:00+00,Local,2021,2759
27350,SOUTHSHORE DR,CAPTAIN KIDD CT,ADMIRALLY CT,230,2,23.2,31.1,2021/03/16 07:00:00+00,Collector,2021,2760
27910,EL CAMINO DR,AUBURN DR,TULANE DR,283,2,90.2,92.4,2021/03/16 07:00:00+00,Local,2021,2761
30500,DUKE DR,COUNTRY CLUB WY,END,182,2,96.1,96.1,2023/09/01 07:00:00+00,Local,2023,2762
28360,LIBRA DR,ELM ST,JUNIPER ST,760,2,36.5,44,2021/03/19 07:00:00+00,Local,2021,2763
28980,LOBSTER TRAP LN,WESTSHORE DR,COMPASS RD,892,2,32.7,40,2021/03/16 07:00:00+00,Local,2021,2764
27360,SOUTHSHORE DR,ADMIRALLY CT,DOUBLOON CT,223,2,27.4,36.3,2021/03/16 07:00:00+00,Collector,2021,2765
27920,EL CAMINO DR,TULANE DR,FORDHAM DR,275,2,89.6,91.9,2021/03/16 07:00:00+00,Local,2021,2766
30510,OXFORD DR,MCCLINTOCK DR,HEATHER DR,173,2,96.1,96.1,2023/05/26 07:00:00+00,Local,2023,2767
28370,LIBRA DR,JUNIPER ST,JUNIPER ST,181,2,25.5,32,2021/03/17 07:00:00+00,Local,2021,2768
28990,COMPASS RD,LOBSTER TRAP LN,LEEWARD LN,225,2,30.9,37.9,2021/03/16 07:00:00+00,Local,2021,2769
